system_id,sentence
2,的多檔千億級，至今年月日資產管理規模達兆，為市場第，本次推
2,出元大臺灣價值高息是繼年發行元大台灣高息低波本基金之
2,配息來源可能為收益平準金年發行元大臺灣永續本基金之配息來源
2,可能為收益平準金後，再次募集台股
2,針對高股息市場蓬勃發展，存投資人數直線攀升，元大投信針對產品差異性，將
2,核心投資策略獨家納入巴菲特價值投資指標，相對於追逐股價動能，或是頻繁交換
2,投資風格，在凸顯高股息特色的同時，亦專注於優質股票的長期評價走揚潛力，
2,年兩次成分股調整均聚焦價值投資，全天候參與股息收益與資產增長
2,追蹤指數以上市櫃前大企業為選股池，且每年月初與月初即定期審核成分股
2,，面對資金籌碼集中趨勢，提前卡位下階段極具價值投資的標的，在經過流動性
2,本益比等指標篩選後，再依照巴菲特價值投資指標核心的自由現金流量進行選股
2,元大
2,投信指出，自由現金流強勁的企業代表經營穩定，有足夠的現金可以用來發放股利，或是
2,資本支出擴展營運規模
2,根據臺灣指數公司數據，臺灣價值高息指數自年以來，過去
2,五年平均殖利率達，年更高達
2,元大投信指出，除具備價值投資特色，追求高值成分股標的，月配息加上發行價
2,元設計，更追求讓新進小資族能夠執行低價買輕鬆存每月領的無壓力投資哲學
2,元大投信提醒，選擇高股息時，除應注意配息率是否與標的指數息率差異太大，可能
2,使長期績效落後標的指數，參加配息時也要留意配息率不代表報酬率，所領到的企
2,業所發放股利，均計算於每日淨值之內，無論是否配出均屬於投資人權益，配息金額會自
2,淨值扣除，宜併留意淨值之變動
2,心得/評論
2,券商龍頭元大投信也加入戰場囉
2,發行價元小資族也能輕鬆存
2,選股邏輯都大同小異科技股為主
2,月初領息
2,月中領息
2,月底領息
2,週週領息不是夢
2,來去準備申購囉~
3,元大新募集的高股息，
3,除了發行價元驚人低之外，
3,選股邏輯納入本益比自由現金流股東權益報酬率毛利率成長財報透明，
3,標榜巴菲特選股法，
3,然後最驚人的是回測過去年的累積報酬率高達，
3,已經接近正的水準，
3,竟然還有高殖利率，
3,標準差又比大盤低波動比較小，
3,根據回測結果也太強了，
3,怎麼有辦法這麼神
3,的選股邏輯強的秘密到底在哪裡
3,是因為納入自由現金流作為選股指標嗎
4,標的長榮
4,分類多
4,分析/正文紅海至少再亂個幾個月沒問題這也就代表長榮高獲利會再繼續賺錢賺更兇
4,海賺波
4,這樣今年賺塊機會挺大的
4,籌碼面更是超級棒棒
4,看看台積電總股東人數今年跟兩年前比根本散戶都在跑難怪今年股價噴上去
4,長榮總股東人數基本上也跟兩年前比也是減少好多萬人長榮散戶也在跑
4,打算塊這上下開始出手接多單
4,///
4,///
4,三月到四月多有高股息投資專家
4,巴菲特選股法
4,布局最大部位就是長榮這檔股票
4,也有要布局長榮的部位
4,///
4,基本上現在長榮就是在洗走沒信心持有的投資人
4,別等長榮第季超好財報開出來才去買長榮
4,到時候股價應該上去了
4,長榮低檔布局財報出來睡飽數錢
4,業內顏董事也說要伺機加碼長榮
4,股版良心姐也說要檢長榮
4,閒聊股神長榮更是看好第二季長榮邁向塊
4,就問做多長榮持有波段怎麼輸
4,進退場機制塊這邊分批進場多單
4,第二季或第三級財報出來在停利多
4,基本上勝率太高太高了沒考慮停損
4,放著配也舒服
5,///
5,本來打算買長榮結果發文完隔天不回頭開始起漲
5,只買到的長榮真的哭暈在船上
5,以下是長榮操作非常有套的大大看法如下
5,____________
5,我有絕對的研究長榮
5,才會分享給各位好朋友
5,目前股價跟買進的時間點
5,投資長榮多單勝率根本送分題
5,就是安全
5,才會分享投資長榮的好多安全
5,我從去年低點塊不到
5,分享長榮老闆大買長榮上百億元
5,底部了可以進場了幾乎每天分享
5,長榮從塊漲到今年最高
5,現在拉回盤整
5,主力值在壓低吃籌碼
5,國內真槍實彈研究機構
5,跟三月四月都會買入長榮這檔股票
5,你連他們投資取向都不信了
5,怎麼成為贏家
5,整天要股票漲才是好股票
5,獲利是等出來的
5,難道不去了解長榮今年爽賺更多
5,這種事情發生
5,等第季財報開出
5,才要堆人追塊上的長榮是不是啦
5,股價還沒大反應在上噴
5,張才萬今年也還沒公佈配息塊
5,我就問大家
5,今年配息公布再加上第季財報開出來非常好會多少人才要追長榮
5,試問股價萬發萬股息
5,去年股價萬發萬股息填息成功
5,今年預計發萬股息
5,今天目前來看整年至少賺保守保守塊沒問題
5,張在發股息萬起跳
5,我就問投資現在的長榮怎麼了
5,曾經被航運傷害你們要重新選擇的機會都來了還不把握
5,整天在那邊說不會漲
5,這樣的心態真的大可不必
5,選擇愛上長榮
5,曾經驕傲的說我有長榮的你們
5,怎會變得如此畏首畏尾
5,_______
5,以上是長榮大大今天文案
5,長榮目標今年定到航海王文章看三次獲利成長當年股價定會漲到淨值以上
6,標的復華台灣科技優息
6,例台積電
6,分類討論
6,請選擇並刪除無關分類
6,分析/正文
6,由於和要出了，近期直聽到週週配我就研究了下
6,不看還好，看嚇小跳
6,我是不認為我講完會影響誰的意願所以應該沒差
6,我們就對比和的大持股好了
6,聯發科大聯大聯詠日月光群光瑞昱有支和疊到
6,聯電中美晶漢唐群光瑞儀聯發科新普疊到支
6,我這邊講的個股是和目前公布的十大持股，雖然個別權重有差別，不過重疊度這麼
6,高，等這兩檔資金湧入，這些重複的股票也會水漲船高，肯定是可以幫抬波吧
6,考慮到從成立以來，配息直滿穩定，今年還加碼到，尤其前陣子金管會推了
6,平準金的個原則也有符合
6,有點想把手上部份資金調出來
6,進退場機制
6,非長期投資者，必須有停損機制
6,討論心得類免填
7,去看應該會更嚇跳
7,和最有機會抬轎的應該是
7,同樣也是比較前十大持股
7,就有檔跟重複的成分股
7,更不用說，前十大全部都中了
7,///
7,先不考慮權重，這兩檔在板上看起來熱度也是有的
7,先假設它們兩檔加起來也會有個兩三百億的規模的話
7,等和實際進場
7,的股價是定會被抬升上去的
7,會被抬到多少不知道，但現在價格水位肯定是算低的
7,的資金行情要來了，還不趕快買進嗎
8,發標的文未充實內文，
8,多空理由不充實
8,者，板規或處份
8,進退場機制若非長期投資，請
8,輸入停損價
8,，否則依板規處份
8,請依格式輸入內容，未依格式者板規砍文處份
8,標題請使用以下格式股號市場碼股名分類市場碼
8,標的台積電長期不停損多
8,標的特斯拉馬斯克火星多
8,按
8,可刪除
8,以上內容
8,標的長榮
8,分類多
8,分析/正文
8,三月初上市
8,"目前航運的情況在紅海危機的影響,短期不會有會影響到今年損益的太大變數"
8,預期上市後會再帶動波
8,進退場機制
8,進場
8,停利/停損
9,標的群益台灣精選高息
9,分類多
9,分析/正文技術面目前來看沿著五日線爬升非常強勢
9,最大部位是長榮這檔
9,三四月後有跟這兩檔會來幫我們抬轎
9,放著配也舒服
9,在高股息來說
9,配置多部位金額在這是不錯的投資組合
9,應該沒人會崩潰說左手拿給右手吧
9,呵呵呵
9,高股息是趨勢是高股息中的強棒
9,///
9,///
9,進退場機制見綠進倉今年拉抬到塊上在考慮停利
9,停損不可能
10,原文標題長榮所屬全球最大海洋聯盟延長合作五年
10,原文連結
10,///
10,發布時間//
10,記者署名經濟日報記者黃淑惠
10,原文內容
10,聯盟已宣布年要解散，長榮海運所屬的海洋聯盟未來將
10,成為全球最大的海運聯盟，市場直在揣測其未來動向，今天海洋聯盟成員起宣布，聯
10,盟合作期限延長五年至年月日，屆時得視狀況再延長五年至年
10,海洋聯盟是四大航運聯盟中到目前為止沒有成員異動，結盟的四大航商法國達飛海運
10,中國遠洋海運集團及長榮海運及東方海外，今天四大航商同步證
10,實，夥伴已簽署相關文件，將聯盟合作期限延長五年至年月日，屆時得視狀況再
10,延長五年至年
10,海洋聯盟成立於年月，在符合法規的原則下致力於打造綿密的航運網路
10,透過這次
10,合作期限的展延，聯盟成員將在既有基礎上持續為客戶提供穩定優質的運送服務
10,原本全球共有三大海運聯盟，聯盟是全球最大的聯盟，長榮所屬的海洋聯盟是
10,全球第二大海運聯盟，陽明海運所屬的聯盟第三大
10,三大聯盟成員各有專長
10,航線互補性更強，聯盟對於海運業者來說，可以直接降低資本支出，各家業者不用每條
10,線配置大量船舶，又能提供客戶綿密的航線服務
10,即將在年分手，今年屬於聯盟的德國赫伯羅德已經宣布將於
10,年月日退出海運聯盟，赫伯羅特將攜手馬士基
10,進行營運合作，該合作將於年月開始，目標是提供個靈活互連的海洋網絡，已
10,經開始牽動新輪海運聯盟大洗牌
10,心得/評論
10,目前三大聯盟市佔率排行
10,聯盟約成
10,聯盟長榮所屬約成
10,聯盟約成
10,大洗牌後市佔率排行
10,聯盟長榮所屬約成
10,地中海約成
10,馬士基赫伯羅德聯盟約成
10,聯盟約成
10,大哥二哥拆夥，聯盟邊緣化，聯盟或成最大贏家
10,月日公布調整名單，長榮或成成分股
10,月日前公布財報，長榮年或賺元
10,三月開始募集
10,///
10,長榮佔比極高或成最大贏家
10,篇根不要不信邪
11,大家午安，第次板上健檢
11,目前存股兩年多
11,開始是以兆豐金開始，不過後來長太高存不下去
11,之後轉高股息，年月才開始存
11,台灣大統是賺填息行情，未來會賣掉
11,欣陸被套住，之後回會賣掉
11,目前大約控制每月~手動買入
11,想請教存股更長的朋友有沒有甚麼建議
11,每個月買兩檔，下個月再買其他兩檔，這樣可行
11,感謝
11,///
11,///
11,感謝糾正
11,兩年前買是覺得配息很棒，不過沒填息現在左手換右手中
11,我沒再買正根反
11,所以去年開始買，每個月股之類的
11,我目前沒研究，之後會看看
11,你放心，我會抱到~歲然後退休
11,現在算集中檔了
11,因為都蠻喜歡，所以困擾
11,這樣是台灣的概念嗎
11,因為真的有點買到不知道要怎麼買下去想問問看分散買的人都怎操作
12,///
12,半數都在疫情期間買進，鋼門疫苗飛宏哥等等，近期看了閒聊區指標人物全力喊多，
12,是不是該鍵出清，全力認購近期的，還是當個驕傲的水手
12,，救我，^
13,原文標題台股高息成絕響
13,金管會祭新誡存股當心
13,檔平準金占比逾成
13,原文連結
13,///
13,發布時間
13,記者署名旺得富理財網李宗莉
13,原文內容
13,國內市場快速蓬勃，年吸金逾兆元，年增率高達，逼得金管會再度出手，
13,宣布針對產品結構資訊揭露流動性提供等大面向，祭出大監理措施，其中高股息
13,以收益平準金配息更有點明確規範，防堵超額配息情況再上演
13,達人分析，目前台股
13,中，共有等檔平準金占比逾成，提醒
13,投資人留意
13,金管會昨日宣布最新監管措施，在產品結構上，要求強化即時預估淨值管理，
13,增設流動量提供者與投信間的防火牆機制
13,其次在資訊揭露部分，則得加強揭露客製化及
13,指數資訊，以及用收益平準金配息規範
13,至於流動性提供，則鎖定流動
13,量提供者強化防範及折溢價過大
13,由於目前淨值多是由投信業者買資訊源進來自己計算，但少數無法授權拿到海外股
13,債國外即時市場資訊時，投信業需找國外機構來計算即時預估淨值，金管會因而要求
13,投信委託國外機構計算即時淨值時，新增投信內控盡職調查及持續監督，並需在官網揭示
13,委外計算的特定風險等相關警語
13,至於最受外界關心的收益平準金配息，金管會也訂出大原則，要求各投信業者納入內控
13,並需留存軌跡，包括實際配息率不應超過參考配息率平準金訂啟動標準及上限，以
13,及收益分配優先順序依序為股利債息資本利得，最後才是收益平準金
13,而在流動性提供方面，須至少找家流動量提供者，否可處萬罰鍰按月處分到改善
13,為止，並給予個月解決時間，主要是透過造市，讓在市場買賣價更合理，減少投資人
13,想買買不到想賣賣不掉的情況
13,此外，財經部落客碎念女子日前曾公開點名檔平準金占比極高，包括復
13,華台灣科技優息占群益台灣精選高息占凱基優選高股
13,息占群益半導體收益占大華優利高填息占
13,，永豐台灣占逾，占比都超過成
13,至於中信上櫃占逾，國泰永續高股息占元大
13,台灣高息低波占，她也提醒大關鍵，配息要穩，還要看收益平準金占比，如果占
13,逾半，就是左手換右手
13,負盈虧
13,心得/評論
13,國內崛起，近期也窩蜂跟買，金管會要出來管事了嗎
13,自由市場
13,還要被干預
14,如題，根據柴鼠兄弟的人氣榜
14,////
14,",的持有人數都超過百萬以上"
14,我還有朋友分享網紅的文，想組每周都配息
14,////
14,感覺每周領配息可以刺激多巴胺不斷分泌
14,但小弟今天觀察到個現象
14,"為什麼今天加權指數大漲點，只漲,只漲了"
14,是不是哪裡虧待這些好了
14,真心求解
15,嗨
15,各位股海的先進大家晚安
15,最近在募資，目前本金只能買張
15,有點想把績效相對不好的賣出
15,全換成
15,不知道這樣是否會比較好
15,再請各路大神解惑
15,感恩
15,///
15,///
16,存股存股存了金融股
16,看著去年跟今年股的表現
16,再看看自己的持股
16,發現人家個禮拜的漲幅抵我年
16,上禮拜贖回了年含息報酬不到的某安聯基金萬
16,準備下禮拜的柴火
16,留其他兩支出清
16,///
17,原文標題
17,獨家台股活水到
17,募百億不夠看這檔
17,兩天超過億元
17,原文連結
17,//////
17,發布時間
17,//
17,經濟日報記者蔡靜紋台北即時報導
17,原文內容
17,統台灣高息動能元大臺灣價值高息中信上游半導體
17,三檔新接連募集，人氣大爆棚，熱度山比山高，搶先募集的中信上游半導體成績
17,超乎預期，
17,，緊接著募集的
17,統台灣高息動能才募集兩天
17,，
17,累計金額
17,超
17,過億元
17,，公司人員還在漏夜統計兩天合計金額，再加上多數投資人偏好設定最後天
17,扣款，意味還有不少金額尚未入帳，預料明天數字將更驚人
17,你們家有幫募集申購嗎
17,只到明天，來不及了，現在開戶很塞
17,三檔
17,新募集熱潮爆發，最近證券營業員紛紛被客戶追著跑，甚至無奈勸退客戶
17,今天有投
17,資人想趁明天最後天募集日關帳前申購，某家券商營業員對客戶直言，來不及
17,了，證券戶要先開財管信託戶
17,金龍年開春以來，成為最火紅的金融商品，三檔募集，都爆出搶購潮
17,中信上游半
17,導體上周募集，搭上旋風帶來的半導體黑船旋風，吸引申購資金瘋狂湧入，導致兩家券
17,商系統在募集首日就當機，據了解，四天之內募集到億元，創下海外股票型紀錄，
17,同時因其額度只有億元，也將創下報請成立同時內部準備追加募集紀錄
17,統台灣高息動能月日開始募集，發行商統投信有台股淨值製造機之稱，早已吸引不
17,少投資人敲碗等待，果然傳出
17,第天金額便超過億元
17,，今天是第二天，又逢台股創新
17,高，進步激化申購需求，據了解，
17,累計申購金額超過億元
17,元大投信今天舉行元大臺灣價值高息發表記者會，檔募集期間月日至月日，月日
17,起開放預購，預計掛牌時間月日，隨著統台灣高息動能中信上游半導體募集都繳出
17,亮麗成績，市場高度期待募集成績
17,有投信同業看好，至少三四百億元起跳
17,中信上游半導體投資範疇為全球，但仍有兩檔台股入列，統台灣高息動能元大臺灣價
17,值高息則是純台股
17,在檔檔募集金額衝高下，將為已經創高的台股帶來新活水
17,心得/評論
17,第天是億元多
17,第二天昨天晚上有瞄到是億元
17,感覺這檔募集就會超過億元
17,左手手換右手手開始規模就很大支
17,有搞頭
18,原文標題
18,刷新台灣募集獲歷史天量
18,三天
18,超過億元
18,原文連結
18,//////
18,發布時間
18,經濟日報記者
18,蔡靜紋
18,台北即時報導
18,原文內容
18,這三個連號無異是農曆年後最熱門明牌，投資人都在問該買哪
18,檔
18,繼中信上游半導體募集到億元，刷新海外股票型紀錄後，日統台
18,灣高息動能表定募集最後天，
18,初步統計三天扣款日累積金額已超過億元
18,，
18,有機會邁向
18,億元大關
18,，刷新台灣資產管理業募集基金天量紀錄
18,在此之前，
18,台股最快達成億元億元的紀錄保持者
18,都是
18,，
18,分別是天天
18,不過，復華台灣科技優息目前仍是規模最快突破千億大關
18,的，在掛牌後，
18,僅花了天便攀登千億
18,按業界實務，在基金成立日前都還可以收款，究竟統台灣高息動能成立日時金額可拉高
18,至多高，值得持續關注
18,在統台灣高息動能拉高募集天花板後，接下來市場高度注目
18,日開始募集的元大臺灣價
18,值高息動能
18,由於元大金控集團動員募集能力向來受到金融證券圈高度肯定
18,，先前市場已經傳出
18,內部訂下億元高標
18,，是否會因統台灣高息動能募集變化而調整
18,目標，成為市場話題
18,元大臺灣價值高息自日起開預購至日，預購者日進行申購扣
18,款，募集時間為日至日
18,心得/評論
18,其實已經億元了
18,社群已經看到有人分享了
18,然後統加開延長到/
18,這兩天還會有錢進去
18,看起來五百億應該沒啥問題
18,台股兩百多檔超過百億的有幾檔
18,還沒掛牌已經巨嬰
18,張萬感覺也很有戲到時候又有新聞可以看了
18,左手黨表示
19,發標的文未充實內文，
19,多空理由不充實
19,者，板規或處份
19,進退場機制若非長期投資，請
19,輸入停損價
19,，否則依板規處份
19,請依格式輸入內容，未依格式者板規砍文處份
19,標題請使用以下格式股號市場碼股名分類市場碼
19,標的台積電長期不停損多
19,標的特斯拉馬斯克火星多
19,按
19,可刪除
19,以上內容
19,標的元大台灣價值高息
19,分類討論
19,分析/正文
19,想請問大家
19,下個月
19,也就是元大台灣價值高息
19,就要正式掛牌惹
19,它是元大第檔月配息
19,發行價格親民才元
19,查了下它的成份股
19,長榮是最大持股
19,還有神基聯電中美基等
19,長榮雖然去年發元大手筆
19,但是今年肯定沒像去年發這麼多
19,但它卻是的最大持股
19,這個似乎是個隱憂
19,再來
19,它的風險值被評價為
19,接近最高風險
19,當然它的優勢在於它是老牌投信公司元大旗下的首檔月配息
19,應該有市場話題性
19,但是長期投資的話
19,不知道穩不穩定
19,的其他持股看了下
19,是以科技業為主
19,大家覺得即將掛牌的
19,它有長期投資的價值嗎
19,大家怎麼看呢
20,原文標題高股息有多香
20,狂吸億元市場這樣看
20,原文連結
20,//////
20,發布時間
20,記者署名蔡靜紋
20,原文內容
20,甲辰水龍年出現錢潮大水滿貫，重現年代台灣錢淹腳目榮景，這次標的從個股轉到
20,指數股票型基金
20,龍年開春三檔接力募集，吸金驚奇指數再爆表，據悉，繼中
20,信上游半導體收下億元後，統台灣高息動能狂吸億元，刷新
20,台灣資產管理業募集基金及天量紀錄
20,除上述兩檔之外，元大臺灣價值高息本周開始預購，下周起正式繳款
20,投信
20,圈看好元大臺灣價值高息募集金額將從億元起跳，
20,近日又傳出元大已經將原訂的億
20,元內部目標上調
20,，市場消息滿天飛
20,法人表示，統台灣高息動能元大臺灣價值高息兩
20,檔純台股，加上中信上游半導體也有部分資金配置台股中的健策崇越，無意外，三
20,檔將為台股帶來超過千億元資金動能
20,隨著五雄興起，路帶動美股台股指數不斷創高，投資圈募集新掃疫情期間烏
20,雲，繳出超乎預期的亮麗成績
20,年後搶先募集的中信上游半導體不僅吸引般投資人，連
20,本身做半導體相關的科技大廠都聞香參加，募到億元，超越中國信託投信原本設定目
20,標，更創下海外股票型基金募集新天花板
20,而統台灣高息動能募集規模上衝至億元，改寫規模兩大紀錄，其是，台股
20,最快達成億元億元的紀錄保持者都是復華台灣科技優息，分別是天
20,天，而
20,統台灣高息動能只花四個扣款日
20,其二，依數據，統計至日，對比已經掛牌的台股，統台灣高息動能億元
20,相當於台股第八大高股息第六大
20,目前台股規模超過億元者，依序為
20,"億元的元大台灣元大高股息,億元國泰永續高股息,億元復華台灣科技優"
20,"息,億元群益台灣精選高息,億元，以及億元的富邦台億元的元大台"
20,灣高息低波
20,在統台灣高息動能拉高募集天花板後，接下來市場高度注目日開始募集的元大臺灣價
20,值高息動能
20,元大臺灣價值高息自日起開預購至日，預購者日進行申購扣款，募集
20,時間為日至日
20,由於
20,元大金控集團動員募集能力向來受到金融證券圈高度肯定
20,，
20,先前市場已經傳出內部訂下
20,億元高標
20,，是否會因統台灣高息動能募集變化而調整目
20,標，受到市場關注
20,心得/評論
20,還沒上市就募集了嚇死人的億
20,但聽到更多的是想買
20,億真的夠大家買嗎
20,高股息大軍波接波
20,台股到底怎麼跌
21,每次公布配息後股價都很強這我是知道的
21,畢竟配會有很多資金追捧
21,看下線圖就知道了
21,///
21,資金再加持自己的成分股就容易漲不容易跌
21,所以二月底就有開始加碼
21,本來想要賺段小波段就跑
21,但這波我覺得比我想像的還要強很多很多
21,而且漲勢應該會維持段時間
21,原因就是因為跟募得太好了
21,看新聞募集金額超過億
21,去抓他的前十大持股
21,再對照的持股
21,前十大有七檔是已經有的
21,聯發科緯創聯詠日月光控股群光瑞昱長榮
21,代表這些標的後續自然會有這些募資的資金進駐
21,預計掛牌時間為/的話
21,錢應該會在/這周持續進場布局
21,這對絕對是利多
21,再看
21,雖然還不知道募集多少
21,但我最近已經被幾個營業員洗到煩了
21,我覺得他們募集能力定不輸
21,這是當然，畢竟是元大
21,然後公布的前十大
21,十檔全部都是既有的持股
21,長榮聯電中美晶神基漢唐群光瑞儀聯發科鈊象新普
21,他預計掛牌是/所以資金應該是在三月最後周進場
21,結論是
21,我樂觀預估下周有資金進場又會再推升股價
21,除息後會有資金進場
21,的這次的漲勢應該可以延長段時間
21,雖然直漲但還是閉著眼睛加碼
21,這次真的要抱緊了，到不是不可能
22,只要不是買在以前最高點的人
22,基本都會賺
22,那現在價位已經是接近最高點
22,有賣掉的話也能算是賺了近幾年的股利
22,那是否該賣轉新寵兒
22,各位討論下吧
23,標的亞翔
23,分類多
23,分析/正文
23,先來個報紙標題
23,高息強勢來襲野村臺灣趨勢動能高股息起募集
23,先前基本面技術面還有對帳單等等已經有發文過可以搜尋
23,"版上另位大的也可以起看,看法其實差不多"
23,雖然每次發文都要被說發就跌
23,但這次還是正面對決
23,這次跟前幾次有啥不樣嗎
23,先來看看股價
23,///
23,"超級工整的箱型整理準突破,趨勢正面,位於之上"
23,"雖然經歷幾次假突破,但昨天收加上今天直接開"
23,主力也算是讓所有人解套了
23,接下來就是月營收還有年報
23,我自己期待的劇本是數字比肩大哥洋基還有今天亮燈的哥漢唐
23,"亞翔老弟直都沒有被選入最熱門的高息之中,現在終於來檔了"
23,"高息趨勢動能,這名子也真夠嗆"
23,///
23,然後十大成分股有終於亞翔
23,///
23,"這還只是尚未公布的數字就被選入了,估計今年滿有機會公布股利政策後搭上"
23,月的換股潮
23,"台灣人真的很有錢,申購就又創紀錄"
23,///
23,跟幾位在銀行業朋友聊過最近這股熱潮後
23,覺得這熱不是擦鞋童行情
23,而是正要開始大發酵
23,近期成分股被大戶法人預判再預判之後
23,"基本上就是先飆上去,明顯本益比和殖利率不符合邏輯的還是先上再說"
23,反正會有被動接盤
23,既然這樣
23,"難得找到新納入還沒被玩壞的,後續可能檔接著檔納入成分的亞翔"
23,我就繼續等待白馬王子來接我
23,正面對決財報和股利政策公布前
23,進退場機制
23,"進場我人已在車上,目前上檔無壓我認為隨時可進場"
23,"停利若財報符合預期短期目標,長線直到超過漢唐"
23,停損財報/股利大幅不如預期
24,看這幾天台股股市，直接飆到兩萬點
24,我自己持續買好幾年了，直到上萬八後也就放著不管
24,現在加碼感覺有點貴，出清的話應該會將近有的報酬
24,看著高股息和市值型都在大漲還想繼續撿些其他的
24,想法是改買以就目前來說比較有成長性跟潛力的
24,都是我目前有想撿的
24,是因為我看他最近漲幅很不錯，就是踢掉傳產的
24,塊多的價錢我也比較買的下去
24,板上爬文爬到的，看到有些版友推薦
24,同事推薦的，說是台股的發現他的漲幅也是很驚人
24,我知道可能有些人會推薦去申購，但我看台股這幾天應該還會再繼續飆
24,現在去申購，錢卡在那邊，就跟不到這波的漲幅了
24,不知道大家有沒有些想法可以參考
25,原文標題存張月領逾萬受青睞爆預購人潮
25,原文連結
25,////
25,發布時間
25,發佈時間//
25,最後更新時間//
25,記者署名作者鏡週刊責任編輯黃若維報導
25,原文內容
25,高股息遍地開花，即將於月日募集的元大臺灣價值高息，因為平均殖利率達，預購人潮不斷，事實上，經過試算，只要存到張，未來將有機會月月領萬
25,第天就有客戶下單千張元大臺灣價值高息，電子下單來不及，只好人工手寫紙本，但還是寫不完
25,銀行內部行員表示，預購人潮不斷，同仁全都下場幫忙填單
25,台股受益人數有是高股息，年開始有大比例提升，看得出台灣投資人投資偏好已經改變
25,元大投信董事長劉宗聖說，台灣趨勢從境內到境外海外到台股交易到配置等，需求越來越大
25,事實上，台灣的規模是亞洲第三大，從年底的億元，到年底逼近兆元，檔數超過檔，熱絡程度可見斑
25,同樣至去年底，台灣受益人數超過萬人，其中台股受益人數達萬人，占比
25,存股的初衷，就是穩定現金流中長期規劃安心不盯盤，還可以期待增值潛力
25,元大投信表示，的大特點是先選好公司再選高股息
25,股息是需求，但還得兼具資本利得
25,因此，公司的現金流量跟折現率是關鍵，足夠的自由現金流量才有底氣再投資或對抗市場回檔
25,價值投資最重要的是品質要高價格要低
25,元大投顧董事長胡睿涵語道破巴菲特的選股邏輯，再來，就是系統性風暴來臨時還能抵抗
25,無論是小資族退休族或是想增加被動收入，穩定的現金流最重要
25,不過，投資人好奇的是，高股息遍地開花，成分股有重疊的現象，成分股股價會不會遭到價格衝擊
25,每年月份，大部分的上市櫃企業都已經公布配息政策
25,追蹤指數在月的第個交易日審核成分股，速度優於其他高股息，能降低價格衝擊
25,元大投信補充，的成分股有檔，若規模持續提升，能適度分散產業風險，並增加股市胃納量
25,元大投信表示，去年股暴漲，在月評價成分股時，就有把價格太高的公司換掉，股比例從下降到
25,簡單來說，成分股是依照選股邏輯動態調整，不會特別眷戀或重押
25,而經過試算，以近年追蹤的臺灣價值高息指數平均殖利率來說，若以發行價元次入手張也就是投入總金額萬元，那麼，未來每月等於可領息萬千元
25,若次買進張，每月領息金額可達萬千多元
25,直接投入千張，每月領息金額就能超過萬千元，實現週休日，月領萬的夢想
25,值得注意的是，預計於月進行評價，月首次除息，月首次領息
25,心得/評論
25,只要花萬月領萬
25,聽起來是不是很划算
25,次買千張月領七萬
25,記者都幫各位算好了
25,高股息之亂還要持續多久呢
26,小弟不才，對沒什麼研究也不瞭解
