system_id,word,pos
1,募集,VC
1,台股,Na
1,針對,P
1,高,VH
1,股息,Na
1,市場,Nc
1,蓬勃,VH
1,發展,VC
1,，,COMMACATEGORY
1,存,VC
1,投資,VC
1,人數,Na
1,直線,D
1,攀升,VCL
1,，,COMMACATEGORY
1,元大,Nb
1,投信,Na
1,針對,P
1,產品,Na
1,差異性,Na
1,，,COMMACATEGORY
1,將,D
1,核心,Na
1,投資,VC
1,策略,Na
1,獨家,A
1,納入,VJ
1,巴菲特,Nb
1,價值,Na
1,投資,VC
1,指標,Na
1,，,COMMACATEGORY
1,相對於,P
1,追逐,VC
1,股價,Na
1,動能,Na
1,，,COMMACATEGORY
1,或是,Caa
1,頻繁,VH
1,交換,VC
1,投資,Na
1,風格,Na
1,，,COMMACATEGORY
1,在,P
1,凸顯,VJ
1,高,VH
1,股息,Na
1,特色,Na
1,的,DE
1,同時,Nd
1,，,COMMACATEGORY
1,亦,D
1,專注,VH
1,於,P
1,優質,A
1,股票,Na
1,的,DE
1,長期,Na
1,評價,Na
1,走揚,VH
1,潛力,Na
1,，,COMMACATEGORY
1,年,Nf
1,兩,Neu
1,次,Nf
1,成分股,Na
1,調整,VC
1,均,D
1,聚焦,VA
1,價值,Na
1,投資,VC
1,，,COMMACATEGORY
1,全天候,D
1,參與,VC
1,股息,Na
1,收益,Na
1,與,Caa
1,資產,Na
1,增長,VHC
1,追蹤,VC
1,指數,Na
1,以上,Ng
1,市櫃,Na
1,前,Ncd
1,大,VH
1,企業,Na
1,為,VG
1,選股池,Na
1,，,COMMACATEGORY
1,且,Cbb
1,每,Nes
1,年,Nf
1,月,Na
1,初,Ng
1,與,P
1,月,Na
1,初,Ng
1,即,D
1,定期,D
1,審核,VC
1,成分股,Na
1,，,COMMACATEGORY
1,面對,VC
1,資金,Na
1,籌碼,Na
1,集中,VC
1,趨勢,Na
1,，,COMMACATEGORY
1,提前,VB
1,卡位,VA
1,下,Nes
1,階段,Na
1,極,Dfa
1,具,VJ
1,價值,Na
1,投資,VC
1,的,DE
1,標的,Na
1,，,COMMACATEGORY
1,在,P
1,經過,VCL
1,流動性,Na
1,本益比,Na
1,等,Cab
1,指標,Na
1,篩選,VC
1,後,Ng
1,，,COMMACATEGORY
1,再,D
1,依照,P
1,巴菲特,Nb
1,價值,Na
1,投資,VC
1,指標,Na
1,核心,Na
1,的,DE
1,自由,VH
1,現金,Na
1,流量,Na
1,進行,VC
1,選股,VA
1,元大,Nb
1,投信,Na
1,指出,VE
1,，,COMMACATEGORY
1,自由,VH
1,現金,Na
1,流強勁,VH
1,的,DE
1,企業,Na
1,代表,Na
1,經營,VC
1,穩定,VHC
1,，,COMMACATEGORY
1,有,V_2
1,足夠,VH
1,的,DE
1,現金,Na
1,可以,D
1,用來,VL
1,發放,VD
1,股利,Na
1,，,COMMACATEGORY
1,或是,Caa
1,資本,Na
1,支出,Na
1,擴展,VC
1,營運,Nv
1,規模,Na
1,根據,P
1,臺灣,Nc
1,指數,Na
1,公司,Nc
1,數據,Na
1,，,COMMACATEGORY
1,臺灣,Nc
1,價值,Na
1,高息,Na
1,指數,Na
1,自,P
1,年,Na
1,以來,Ng
1,，,COMMACATEGORY
1,過去,Nd
1,五,Neu
1,年,Nf
1,平均,VH
1,殖利率,Na
1,達,VJ
1,，年,Nd
1,更,Dfa
1,高達,VJ
1,元大,Nb
1,投信,Na
1,指出,VE
1,，,COMMACATEGORY
1,除,P
1,具備,VJ
1,價值,Na
1,投資,VC
1,特色,Na
1,，,COMMACATEGORY
1,追求,VC
1,高值,Na
1,成分,Na
1,股,Na
1,標的,Na
1,，,COMMACATEGORY
1,月,Na
1,配息,Na
1,加上,VC
1,發行價,Na
1,元,Nd
1,設計,VC
1,，,COMMACATEGORY
1,更,Dfa
1,追求,VC
1,讓,VL
1,新進,A
1,小,VH
1,資族,Na
1,能夠,D
1,執行,VC
1,低價,Na
1,買,VC
1,輕鬆,VH
1,存,VC
1,每,Nes
1,月,Na
1,領,VC
1,的,DE
1,無,VJ
1,壓力,Na
1,投資,VC
1,哲學,Na
1,元大,Nb
1,投信,Na
1,提醒,VE
1,，,COMMACATEGORY
1,選擇,VC
1,高,VH
1,股息,Na
1,時,Ng
1,，,COMMACATEGORY
1,除,P
1,應,D
1,注意,VK
1,配息率,Na
1,是否,D
1,與,P
1,標的,Na
1,指數,Na
1,息率,Na
1,差異,Na
1,太,Dfa
1,大,VH
1,，,COMMACATEGORY
1,可能,D
1,使,VL
1,長期,Na
1,績效,Na
1,落後,VJ
1,標的,Na
1,指數,Na
1,，,COMMACATEGORY
1,參加,VC
1,配息,Na
1,時,Ng
1,也,D
1,要,D
1,留意,VK
1,配息率,Na
1,不,D
1,代表,VK
1,報酬率,Na
1,，,COMMACATEGORY
1,所,D
1,領到,VC
1,的,DE
1,企,D
1,業,D
1,所,D
1,發放,VD
1,股利,Na
1,，,COMMACATEGORY
1,均,D
1,計算,VC
1,於,P
1,每日,Nb
1,淨值,Na
1,之內,Ng
1,，,COMMACATEGORY
1,無論,Cbb
1,是否,D
1,配出,VC
1,均,D
1,屬於,VG
1,投資人,Na
1,權益,Na
1,，,COMMACATEGORY
1,配息,Na
1,金額,Na
1,會,D
1,自,Nh
1,淨值,Na
1,扣除,VC
1,，,COMMACATEGORY
1,宜,D
1,併,VC
1,留意,VK
1,淨值,Na
1,之,DE
1,變動,VHC
1,心得,Na
1,/,FW
1,評論,Na
1,///,FW
1,台灣,Nc
1,價值,Na
1,元,Nf
1,銅板,Na
1,價,Na
1,月月配,Na
1,，,COMMACATEGORY
1,少年,Na
1,股神,Na
1,還,D
1,在,P
1,籌錢,VC
1,參加,VC
1,的,DE
1,募集,VC
1,，,COMMACATEGORY
1,已,D
1,上線,VA
2,原文,Na
2,標題,Na
2,元大,Nb
2,加入,VC
2,月,Na
2,配息,Na
2,戰場,Na
2,發行,VC
2,價元,Na
2,有,V_2
2,收益,Na
2,平準,Na
2,金月號,Na
2,募集,VC
2,原文,Na
2,連結,VC
2,//////,FW
2,發布,VC
2,時間,Na
2,聯合,VC
2,新聞網,Na
2,綜合,A
2,報導,VE
2,記者,Na
2,署名,VC
2,原文,Na
2,內容,Na
2,國內,Nc
2,發行,VC
2,龍頭,Na
2,元大,Nb
2,投信,Na
2,，,COMMACATEGORY
2,具備,VJ
2,業界,Nc
2,指標級,Na
2,發行,VC
2,經驗,Na
2,，,COMMACATEGORY
2,針對,P
2,市場,Nc
2,趨勢,Na
2,與,Caa
2,產品,Na
2,差異性,Na
2,，,COMMACATEGORY
2,再,D
2,推出,VC
2,首,Nes
2,檔,Nf
2,結合,VHC
2,巴菲特,Nb
2,價值,Na
2,投資,VC
2,，,COMMACATEGORY
2,以及,Caa
2,月,Na
2,配息,Na
2,設計,Na
2,與,Caa
2,元,Nf
2,親民,VH
2,發行價,Na
2,的,DE
2,高,VH
2,股息,Na
2,元大,Nb
2,臺灣,Nc
2,價值,Na
2,高息,Na
2,，,COMMACATEGORY
2,將,D
2,於,P
2,月,Na
2,日,Nd
2,展開,VC
2,募集,VC
2,元大,Nb
2,投信,Na
2,發行,VC
2,經驗,Na
2,超過,VJ
2,年,Na
2,，,COMMACATEGORY
2,旗下,Nc
2,擁有,VJ
2,包括,VK
2,國內,Nc
2,首,Nes
2,檔,Nf
2,國內,Nc
2,首,Nes
2,檔,Nf
2,高,VH
2,股息,Na
2,的,DE
2,多,Neqa
2,檔,Nf
2,千億,Neu
2,級,Na
2,，,COMMACATEGORY
2,至,P
2,今年,Nd
2,月,Na
2,日,Na
2,資產,Na
2,管理,VC
2,規模,Na
2,達兆,VH
2,，,COMMACATEGORY
2,為,P
2,市場,Nc
2,第,Neu
2,，,COMMACATEGORY
2,本,Nes
2,次,Nf
2,推,VC
2,出元,Nb
2,大,VH
2,臺灣,Nc
2,價值,Na
2,高息,Na
2,是,SHI
2,繼,P
2,年,Nf
2,發行,VC
2,元大,Nb
2,台灣,Nc
2,高息,Na
2,低波,Na
2,本,Nes
2,基金,Na
2,之,DE
2,配息,Na
2,來源,Na
2,可能,D
2,為,P
2,收益,Na
2,平準,Na
2,金年,Nd
2,發行,VC
2,元大,Nb
2,臺灣,Nc
2,永續,VH
2,本,Nes
2,基金,Na
2,之,DE
2,配息,Na
2,來源,Na
2,可能,D
2,為,VG
2,收益,Na
2,平準金,Na
2,後,Ng
2,，,COMMACATEGORY
2,再次,D
2,募集,VC
2,台股,Na
2,針對,P
2,高,VH
2,股息,Na
2,市場,Nc
2,蓬勃,VH
2,發展,VC
2,，,COMMACATEGORY
2,存,VC
2,投資,VC
2,人數,Na
2,直線,D
2,攀升,VCL
2,，,COMMACATEGORY
2,元大,Nb
2,投信,Na
2,針對,P
2,產品,Na
2,差異性,Na
2,，,COMMACATEGORY
2,將,D
2,核心,Na
2,投資,VC
2,策略,Na
2,獨家,A
2,納入,VJ
2,巴菲特,Nb
2,價值,Na
2,投資,VC
2,指標,Na
2,，,COMMACATEGORY
2,相對於,P
2,追逐,VC
2,股價,Na
2,動能,Na
2,，,COMMACATEGORY
2,或是,Caa
2,頻繁,VH
2,交換,VC
2,投資,Na
2,風格,Na
2,，,COMMACATEGORY
2,在,P
2,凸顯,VJ
2,高,VH
2,股息,Na
2,特色,Na
2,的,DE
2,同時,Nd
2,，,COMMACATEGORY
2,亦,D
2,專注,VH
2,於,P
2,優質,A
2,股票,Na
2,的,DE
2,長期,Na
2,評價,Na
2,走揚,VH
2,潛力,Na
2,，,COMMACATEGORY
2,年,Nf
2,兩,Neu
2,次,Nf
2,成分股,Na
2,調整,VC
2,均,D
2,聚焦,VA
2,價值,Na
2,投資,VC
2,，,COMMACATEGORY
2,全天候,D
2,參與,VC
2,股息,Na
2,收益,Na
2,與,Caa
2,資產,Na
2,增長,VHC
2,追蹤,VC
2,指數,Na
2,以上,Ng
2,市櫃,Na
2,前,Ncd
2,大,VH
2,企業,Na
2,為,VG
2,選股池,Na
2,，,COMMACATEGORY
2,且,Cbb
2,每,Nes
2,年,Nf
2,月,Na
2,初,Ng
2,與,P
2,月,Na
2,初,Ng
2,即,D
2,定期,D
2,審核,VC
2,成分股,Na
2,，,COMMACATEGORY
2,面對,VC
2,資金,Na
2,籌碼,Na
2,集中,VC
2,趨勢,Na
2,，,COMMACATEGORY
2,提前,VB
2,卡位,VA
2,下,Nes
2,階段,Na
2,極,Dfa
2,具,VJ
2,價值,Na
2,投資,VC
2,的,DE
2,標的,Na
2,，,COMMACATEGORY
2,在,P
2,經過,VCL
2,流動性,Na
2,本益比,Na
2,等,Cab
2,指標,Na
2,篩選,VC
2,後,Ng
2,，,COMMACATEGORY
2,再,D
2,依照,P
2,巴菲特,Nb
2,價值,Na
2,投資,VC
2,指標,Na
2,核心,Na
2,的,DE
2,自由,VH
2,現金,Na
2,流量,Na
2,進行,VC
2,選股,VA
2,元大,Nb
2,投信,Na
2,指出,VE
2,，,COMMACATEGORY
2,自由,VH
2,現金,Na
2,流強勁,VH
2,的,DE
2,企業,Na
2,代表,Na
2,經營,VC
2,穩定,VHC
2,，,COMMACATEGORY
2,有,V_2
2,足夠,VH
2,的,DE
2,現金,Na
2,可以,D
2,用來,VL
2,發放,VD
2,股利,Na
2,，,COMMACATEGORY
2,或是,Caa
2,資本,Na
2,支出,Na
2,擴展,VC
2,營運,Nv
2,規模,Na
2,根據,P
2,臺灣,Nc
2,指數,Na
2,公司,Nc
2,數據,Na
2,，,COMMACATEGORY
2,臺灣,Nc
2,價值,Na
2,高息,Na
2,指數,Na
2,自,P
2,年,Na
2,以來,Ng
2,，,COMMACATEGORY
2,過去,Nd
2,五,Neu
2,年,Nf
2,平均,VH
2,殖利率,Na
2,達,VJ
2,，年,Nd
2,更,Dfa
2,高達,VJ
2,元大,Nb
2,投信,Na
2,指出,VE
2,，,COMMACATEGORY
2,除,P
2,具備,VJ
2,價值,Na
2,投資,VC
2,特色,Na
2,，,COMMACATEGORY
2,追求,VC
2,高值,Na
2,成分,Na
2,股,Na
2,標的,Na
2,，,COMMACATEGORY
2,月,Na
2,配息,Na
2,加上,VC
2,發行價,Na
2,元,Nd
2,設計,VC
2,，,COMMACATEGORY
2,更,Dfa
2,追求,VC
2,讓,VL
2,新進,A
2,小,VH
2,資族,Na
2,能夠,D
2,執行,VC
2,低價,Na
2,買,VC
2,輕鬆,VH
2,存,VC
2,每,Nes
2,月,Na
2,領,VC
2,的,DE
2,無,VJ
2,壓力,Na
2,投資,VC
2,哲學,Na
2,元大,Nb
2,投信,Na
2,提醒,VE
2,，,COMMACATEGORY
2,選擇,VC
2,高,VH
2,股息,Na
2,時,Ng
2,，,COMMACATEGORY
2,除,P
2,應,D
2,注意,VK
2,配息率,Na
2,是否,D
2,與,P
2,標的,Na
2,指數,Na
2,息率,Na
2,差異,Na
2,太,Dfa
2,大,VH
2,，,COMMACATEGORY
2,可能,D
2,使,VL
2,長期,Na
2,績效,Na
2,落後,VJ
2,標的,Na
2,指數,Na
2,，,COMMACATEGORY
2,參加,VC
2,配息,Na
2,時,Ng
2,也,D
2,要,D
2,留意,VK
2,配息率,Na
2,不,D
2,代表,VK
2,報酬率,Na
2,，,COMMACATEGORY
2,所,D
2,領到,VC
2,的,DE
2,企,D
2,業,D
2,所,D
2,發放,VD
2,股利,Na
2,，,COMMACATEGORY
2,均,D
2,計算,VC
2,於,P
2,每日,Nb
2,淨值,Na
2,之內,Ng
2,，,COMMACATEGORY
2,無論,Cbb
2,是否,D
2,配出,VC
2,均,D
2,屬於,VG
2,投資人,Na
2,權益,Na
2,，,COMMACATEGORY
2,配息,Na
2,金額,Na
2,會,D
2,自,Nh
2,淨值,Na
2,扣除,VC
2,，,COMMACATEGORY
2,宜,D
2,併,VC
2,留意,VK
2,淨值,Na
2,之,DE
2,變動,VHC
2,心得,Na
2,/,FW
2,評論,Na
2,券商,Na
2,龍頭,Na
2,元大,Nb
2,投信,Na
2,也,D
2,加入,VC
2,戰場,Na
2,囉,T
2,發行,VC
2,價元,Na
2,小,VH
2,資族,Na
2,也,D
2,能,D
2,輕鬆,VH
2,存,VC
2,選股,VA
2,邏輯,Na
2,都,D
2,大同小異,VH
2,科技股,Na
2,為主,VI
2,月,Na
2,初,Ng
2,領息,VA
2,月,Na
2,中,Ng
2,領息,Na
2,月底,Nd
2,領息,Na
2,週週,Nd
2,領息,Na
2,不,D
2,是,SHI
2,夢,Na
2,來去,VA
2,準備,VF
2,申購,VC
2,囉,T
2,~,FW
3,元大,Nb
3,新,D
3,募集,VC
3,的,DE
3,高,VH
3,股息,Na
3,，,COMMACATEGORY
3,除了,P
3,發行,VC
3,價元,Na
3,驚人,VH
3,低,VH
3,之外,Ng
3,，,COMMACATEGORY
3,選股,VA
3,邏輯,Na
3,納入,VJ
3,本益比,Na
3,自由,VH
3,現金流,Na
3,股東,Na
3,權益,Na
3,報酬率,Na
3,毛利率,Na
3,成長,VH
3,財報,Na
3,透明,VH
3,，,COMMACATEGORY
3,標榜,VE
3,巴菲特,Nb
3,選股法,Na
3,，,COMMACATEGORY
3,然後,D
3,最,Dfa
3,驚人,VH
3,的,DE
3,是,SHI
3,回測,VC
3,過,Di
3,去年,Nd
3,的,DE
3,累積,Nv
3,報酬率,Na
3,高達,VJ
3,，,COMMACATEGORY
3,已經,D
3,接近,VC
3,正,VH
3,的,DE
3,水準,Na
3,，,COMMACATEGORY
3,竟然,D
3,還,D
3,有,V_2
3,高,VH
3,殖利率,Na
3,，,COMMACATEGORY
3,標準差,Na
3,又,D
3,比,P
3,大盤,Na
3,低,VH
3,波動,VAC
3,比較,Dfa
3,小,VH
3,，,COMMACATEGORY
3,根據,P
3,回測,Nv
3,結果,Na
3,也,D
3,太,Dfa
3,強,VH
3,了,T
3,，,COMMACATEGORY
3,怎麼,D
3,有,V_2
3,辦法,Na
3,這麼,Dfa
3,神,VH
3,的,DE
3,選股,VA
3,邏輯,Na
3,強,VH
3,的,DE
3,秘密,Na
3,到底,D
3,在,P
3,哪裡,Ncd
3,是,SHI
3,因為,Cbb
3,納入,VJ
3,自由,VH
3,現金流,Na
3,作為,VG
3,選股,VA
3,指標,Na
3,嗎,T
4,標的,Na
4,長榮,Nb
4,分類,Na
4,多,VH
4,分析,VC
4,/,FW
4,正文,Na
4,紅海,Nc
4,至少,Da
4,再,D
4,亂,VH
4,個,Di
4,幾,Neu
4,個,Nf
4,月,Na
4,沒,VJ
4,問題,Na
4,這,Nep
4,也,D
4,就,D
4,代表,VK
4,長榮,Nb
4,高,VH
4,獲利會,Na
4,再,D
4,繼續,VF
4,賺錢,VA
4,賺,VC
4,更,Dfa
4,兇,VH
4,海,Na
4,賺,VC
4,波,Na
4,這樣,VH
4,今年,Nd
4,賺,VC
4,塊,Nf
4,機會,Na
4,挺,Dfa
4,大,VH
4,的,DE
4,籌碼面,Na
4,更,Dfa
4,是,SHI
4,超級,A
4,棒棒,Neqa
4,看看,VE
4,台積電,Nb
4,總,A
4,股東,Na
4,人數,Na
4,今年,Nd
4,跟,P
4,兩,Neu
4,年,Nf
4,前,Ng
4,比,P
4,根本,Na
4,散戶,Na
4,都,D
4,在,P
4,跑,VA
4,難怪,D
4,今年,Nd
4,股價,Na
4,噴上去,VA
4,長榮,Nb
4,總,A
4,股東,Na
4,人數,Na
4,基本,Na
4,上,Ng
4,也,D
4,跟,P
4,兩,Neu
4,年,Nf
4,前,Ng
4,比,VC
4,也,D
4,是,SHI
4,減少,VHC
4,好多,Neqa
4,萬,Neu
4,人,Na
4,長榮,Nb
4,散戶,Na
4,也,D
4,在,D
4,跑,VA
4,打算塊,Na
4,這,Nep
4,上下,Ncd
4,開始,VL
4,出手,VA
4,接,VC
4,多,Neqa
4,單,A
4,///,FW
4,///,FW
4,三月,Nd
4,到,Caa
4,四月,Nd
4,多,Neqb
4,有,V_2
4,高,VH
4,股息,Na
4,投資,Na
4,專家,Na
4,巴菲特,Nb
4,選股法,Na
4,布局,Na
4,最,Dfa
4,大部位,Na
4,就,D
4,是,SHI
4,長榮,Nb
4,這,Nep
4,檔,Nf
4,股票,Na
4,也,D
4,有,V_2
4,要,D
4,布局,Na
4,長榮,Nb
4,的,DE
4,部位,Na
4,///,FW
4,基本,Na
4,上,Ng
4,現在,Nd
4,長榮,Nb
4,就,D
4,是,SHI
4,在,P
4,洗走,VC
4,沒,VJ
4,信心,Na
4,持有,VJ
4,的,DE
4,投資人,Na
4,別,D
4,等,P
4,長榮,Nb
4,第,Neu
4,季,Nd
4,超好,VH
4,財報,Na
4,開出來,VC
4,才,Da
4,去,D
4,買,VC
4,長榮,Nb
4,到時候,D
4,股價,Na
4,應該,D
4,上去,VA
4,了,Di
4,長榮,Nb
4,低檔,Na
4,布局,Na
4,財報,Na
4,出來,VA
4,睡飽,VH
4,數,Neu
4,錢,Nf
4,業,Na
4,內,Ng
4,顏,Nb
4,董事,Na
4,也,D
4,說,VE
4,要,D
4,伺機,D
4,加碼,VA
4,長榮,Nb
4,股版,Na
4,良心姐,Nb
4,也,D
4,說,VE
4,要,D
4,檢長榮,Nb
4,閒聊股,Na
4,神長榮,Nb
4,更,Dfa
4,是,SHI
4,看好,VJ
4,第二,Neu
4,季,Nd
4,長榮,Nb
4,邁向,VCL
4,塊,Nf
4,就,D
4,問,VE
4,做多,VA
4,長榮,Nb
4,持有,VJ
4,波段,Na
4,怎麼,D
4,輸,VD
4,進,VCL
4,退場,VA
4,機制塊,Na
4,這邊,Ncd
4,分批,D
4,進場,VA
4,多,VH
4,單,A
4,第二,Neu
4,季,Nd
4,或,Caa
4,第三,Neu
4,級,Na
4,財報,Na
4,出來,VA
4,在,P
4,停利,Na
4,多,VH
4,基本,Na
4,上,Ncd
4,勝率,Na
4,太,Dfa
4,高,VH
4,太,Dfa
4,高,VH
4,了,Di
4,沒,D
4,考慮,VE
4,停損,VH
4,放,VC
4,著,Di
4,配,VC
4,也,D
4,舒服,VH
5,///,FW
5,本來,D
5,打算,VF
5,買,VC
5,長榮,Nb
5,結果,Na
5,發文完,VC
5,隔天,Nd
5,不,D
5,回頭,D
5,開始,VL
5,起漲,VH
5,只,Da
5,買到,VC
5,的,DE
5,長榮,Nb
5,真的,D
5,哭暈,VH
5,在,P
5,船,Na
5,上,Ncd
5,以下,Ncd
5,是,SHI
5,長榮,Nb
5,操作,VC
5,非常,Dfa
5,有,V_2
5,套,Nf
5,的,DE
5,大大,VH
5,看法,Na
5,如,P
5,下,Ncd
5,____________,FW
5,我,Nh
5,有,V_2
5,絕對,A
5,的,DE
5,研究,VE
5,長榮,Nb
5,才,Da
5,會,D
5,分享給,VD
5,各,Nes
5,位,Nf
5,好朋友,Na
5,目前,Nd
5,股價,Na
5,跟,P
5,買進,VC
5,的,DE
5,時間點,Na
5,投資,VC
5,長榮,Nb
5,多,VH
5,單勝率,Na
5,根本,D
5,送,VD
5,分題,Na
5,就,D
5,是,SHI
5,安全,VH
5,才,Da
5,會,D
5,分享,VJ
5,投資,VC
5,長榮,Nb
5,的,DE
5,好多,Neqa
5,安全,VH
5,我,Nh
5,從,P
5,去年,Nd
5,低點,Na
5,塊,VC
5,不,D
5,到,VCL
5,分享,VJ
5,長榮,Nb
5,老闆,Na
5,大買,VJ
5,長榮,Nb
5,上百億,Neu
5,元,Nf
5,底部,Ncd
5,了,T
5,可以,D
5,進場,VA
5,了,Di
5,幾乎,Da
5,每,Nes
5,天,Nf
5,分享,VJ
5,長榮,Nb
5,從,P
5,塊,Nf
5,漲,VH
5,到,P
5,今年,Nd
5,最,Dfa
5,高,VH
5,現在,Nd
5,拉回,VC
5,盤整,VC
5,主力值,Na
5,在,P
5,壓低,VC
5,吃,VC
5,籌碼,Na
5,國內,Nc
5,真槍,Na
5,實彈,Na
5,研究,VE
5,機構,Na
5,跟,P
5,三月,Nd
5,四月,Nd
5,都,D
5,會,D
5,買入,VC
5,長榮,Nb
5,這,Nep
5,檔,Nf
5,股票,Na
5,你,Nh
5,連,Cbb
5,他們,Nh
5,投資,Nv
5,取向,Na
5,都,D
5,不,D
5,信,VK
5,了,T
5,怎麼,D
5,成為,VG
5,贏家,Na
5,整天,Nd
5,要,VC
5,股票,Na
5,漲,VH
5,才,Da
5,是,SHI
5,好,VH
5,股票,Na
5,獲利,VH
5,是,SHI
5,等出來,VC
5,的,DE
5,難道,D
5,不,D
5,去,VCL
5,了,Di
5,解長榮,Nb
5,今年,Nd
5,爽賺,VC
5,更多,Neqa
5,這,Nep
5,種,Nf
5,事情,Na
5,發生,VJ
5,等,Cab
5,第,Neu
5,季,Nd
5,財報,Na
5,開出,VC
5,才,Da
5,要,D
5,堆,VC
5,人,Na
5,追,VC
5,塊,Nf
5,上,Ncd
5,的,DE
5,長榮,Nb
5,是,SHI
5,不,D
5,是,SHI
5,啦,T
5,股價,Na
5,還,D
5,沒,D
5,大,VH
5,反應,Na
5,在,P
5,上,Ncd
5,噴,VC
5,張才萬,Nb
5,今年,Nd
5,也,D
5,還,D
5,沒,D
5,公佈,VE
5,配息塊,Na
5,我,Nh
5,就,D
5,問,VE
5,大家,Nh
5,今年,Nd
5,配息,Na
5,公布,VE
5,再,D
5,加上,Cbb
5,第,Neu
5,季,Nd
5,財報,Na
5,開出來,VC
5,非常,Dfa
5,好,VH
5,會,D
5,多少,Neqa
5,人,Na
5,才,D
5,要,D
5,追,VC
5,長榮,Nb
5,試問,VE
5,股價,Na
5,萬發萬,Neu
5,股息,Na
5,去年,Nd
5,股價,Na
5,萬發萬,Neu
5,股息,Na
5,填息,VA
5,成功,VH
5,今年,Nd
5,預計,VE
5,發,VD
5,萬,Neu
5,股息,Na
5,今天,Nd
5,目前,Nd
5,來,D
5,看,VC
5,整,Neqa
5,年,Nf
5,至少,Da
5,賺,VC
5,保守,VH
5,保守塊,Na
5,沒,VJ
5,問題,Na
5,張在發,Nb
5,股息,Na
5,萬,Neu
5,起,Nf
5,跳,VA
5,我,Nh
5,就,D
5,問,VE
5,投資,VC
5,現在,Nd
5,的,DE
5,長榮,Nb
5,怎麼,VH
5,了,T
5,曾經,D
5,被,P
5,航運,Na
5,傷害,VC
5,你們,Nh
5,要,D
5,重新,D
5,選擇,VC
5,的,DE
5,機會,Na
5,都,D
5,來,VA
5,了,Di
5,還,D
5,不,D
5,把握,VC
5,整天,Nd
5,在,P
5,那邊,Ncd
5,說,VE
5,不會,D
5,漲,VH
5,這樣,VH
5,的,DE
5,心態,Na
5,真的,D
5,大可不必,D
5,選擇,VC
5,愛上,VJ
5,長榮,Nb
5,曾經,D
5,驕傲,VH
5,的,DE
5,說,VE
5,我,Nh
5,有,V_2
5,長榮,Nb
5,的,DE
5,你們,Nh
5,怎會,D
5,變,VG
5,得,DE
5,如此,Dfa
5,畏首,VH
5,畏尾,Na
5,_______,FW
5,以上,Ncd
5,是,SHI
5,長榮,Nb
5,大大,VH
5,今天,Nd
5,文案,Na
5,長榮,Nb
5,目標,Na
5,今年,Nd
5,定到,VC
5,航海,VA
5,王文章,Nb
5,看,VC
5,三,Neu
5,次,Nf
5,獲利,Na
5,成長,VH
5,當年,Nd
