system_id,word,ner
10,顏,PERSON
10,股版良心姐,PERSON
10,長榮,PERSON
10,第二季,DATE
10,長榮,ORG
10,第二,ORDINAL
10,第三,ORDINAL
11,八,CARDINAL
11,元大金,ORG
11,國泰,ORG
11,布蘭特,GPE
11,群益台灣,GPE
11,元大,ORG
11,台灣,GPE
11,元大高股息,ORG
11,中信,ORG
11,中國,GPE
11,元大,ORG
11,台積電,ORG
11,元大ＡＡＡ,ORG
11,富邦,ORG
11,臺企銀,ORG
11,富邦公司,ORG
11,元大滬,ORG
11,復華富時,ORG
11,上曜,ORG
11,訊舟,ORG
11,永崴投控,ORG
11,中信,ORG
11,神基,ORG
11,華通,ORG
11,華星光,PERSON
11,聯詠,ORG
11,新纖,ORG
11,良維,PERSON
11,聯電,ORG
11,裕民,ORG
11,華興,ORG
11,富邦,ORG
11,越南,GPE
11,富邦金,ORG
11,國泰台灣,GPE
11,萬潤,ORG
11,永豐,ORG
11,南亞科,ORG
11,元大,ORG
11,台灣,GPE
11,國泰金,ORG
11,福華,ORG
11,中工,ORG
11,廣達,ORG
11,台燿,ORG
11,中信,ORG
11,兆豐藍,PERSON
11,揚智,ORG
11,永豐金,PERSON
11,誠美材,PERSON
11,元大,ORG
11,天鈺,ORG
11,宏碁,ORG
11,遠東,GPE
11,中信金,ORG
11,上曜,ORG
11,訊舟,ORG
11,神基,ORG
11,華興,ORG
11,天鈺,ORG
11,台積電,ORG
11,聯詠,ORG
11,元大,ORG
11,台灣,GPE
11,廣達,ORG
11,聯發科,ORG
11,雙鴻,ORG
11,今日,DATE
11,國泰年,DATE
11,元大,ORG
11,中信,ORG
11,美國,GPE
12,長榮,ORG
12,隔天,DATE
12,長榮,PERSON
12,長榮,ORG
12,長榮,ORG
12,去年,DATE
12,長榮,ORG
12,上百億元,MONEY
12,長榮,PERSON
12,今年,DATE
12,三月四月,DATE
12,長榮,ORG
12,長榮,PERSON
12,今年,DATE
12,第季,ORDINAL
12,長榮,PERSON
12,張才萬,PERSON
12,今年,DATE
12,今年,DATE
12,第季,ORDINAL
12,去年,DATE
12,今年,DATE
12,今天,DATE
12,張在,PERSON
12,長榮,PERSON
12,長榮,PERSON
12,長榮,ORG
12,長榮,ORG
12,今天,DATE
12,長榮,ORG
12,今年,DATE
12,王文章,PERSON
12,三,CARDINAL
12,當年,DATE
13,復華,ORG
13,陽明,PERSON
13,長榮,PERSON
13,國泰智能,ORG
13,中信金,ORG
13,台積電,ORG
13,廣達,ORG
13,聯發科,ORG
13,京元電子,ORG
13,元大,ORG
13,台灣,GPE
13,奇鋐,ORG
13,台新,ORG
13,中信,ORG
13,中國,NORP
13,裕民,ORG
13,佳世達,ORG
13,元大高,ORG
13,國泰台灣,GPE
13,群光,ORG
13,華新,ORG
13,欣興,ORG
13,文曄,PERSON
13,鴻海,PERSON
13,日月光投控,ORG
13,光寶科,ORG
13,矽格,ORG
13,中信,ORG
13,輔信,PERSON
13,士電,ORG
13,群創,ORG
13,國泰北美科技,ORG
13,南亞科,ORG
13,堤維西,ORG
13,聯強,ORG
13,華邦,ORG
13,兆豐,ORG
13,中信,ORG
13,兆豐金,ORG
13,富邦金,ORG
13,通嘉,ORG
13,開發金,ORG
13,台航,ORG
13,中信電池,ORG
13,新日興,ORG
13,元大滬,ORG
13,玉山金,ORG
13,富邦恒,PERSON
13,中信,ORG
13,中國,GPE
13,長榮,ORG
13,大同,GPE
13,國泰,ORG
13,華航,ORG
13,復華富時,ORG
13,寶成,ORG
13,泰金寶,PERSON
13,瑞軒,ORG
13,友達,ORG
13,宏碁,ORG
13,耿鼎,PERSON
13,建準,ORG
13,神基,ORG
13,上曜,ORG
13,亞力,ORG
13,中興電,ORG
13,啟碁,ORG
13,第金,ORDINAL
13,永豐金,ORG
13,中華電,ORG
13,華東,LOC
13,華興,ORG
13,台灣,GPE
13,菱生,ORG
13,華通,ORG
13,亞翔,ORG
13,南亞,LOC
13,晶豪科,ORG
13,訊舟,ORG
13,金寶,ORG
13,永崴投控,ORG
13,威盛,ORG
13,中石化,ORG
13,仁寶,ORG
13,海華,GPE
14,復華,ORG
14,台灣,GPE
14,台積電,ORG
14,週週,DATE
14,聯發科,ORG
14,聯電,ORG
14,漢唐群光瑞儀聯發科,ORG
14,十,CARDINAL
14,兩,CARDINAL
14,今年,DATE
14,金管會,ORG
15,十,CARDINAL
15,十,CARDINAL
15,兩,CARDINAL
15,兩,CARDINAL
15,兩三百億,CARDINAL
16,長江,LOC
16,三,CARDINAL
16,上個月,DATE
16,基金,ORG
16,忠成,PERSON
16,台灣,GPE
16,復華投信,ORG
16,復華,ORG
17,當日,DATE
17,日,GPE
18,哲哲,PERSON
18,三月,DATE
18,皓哥,PERSON
18,哲哲,PERSON
18,國巨,ORG
19,台積電,ORG
19,三月初,DATE
19,紅海,LOC
19,今年,DATE
20,第支月,DATE
20,這星期,DATE
21,群益台灣,GPE
21,五日線,CARDINAL
21,長榮,ORG
21,三四月後,DATE
21,兩,CARDINAL
21,今年,DATE
22,長榮,ORG
22,大海洋聯盟,ORG
22,五年,DATE
22,經濟日報,WORK_OF_ART
22,黃淑惠,PERSON
22,長榮海運,ORG
22,海洋聯盟,ORG
22,今天,DATE
22,海洋聯盟,ORG
22,五年至年月,DATE
22,五年至年,DATE
22,海洋聯盟,ORG
22,四,CARDINAL
22,四,CARDINAL
22,法國,GPE
22,達飛,ORG
22,中國遠洋海運集團,ORG
22,長榮海運,ORG
22,今天,DATE
22,四,CARDINAL
22,五年至年月,DATE
22,五年至年,DATE
22,海洋聯盟,ORG
22,年月,DATE
22,三,CARDINAL
22,長榮,ORG
22,海洋聯盟,ORG
22,第二,ORDINAL
22,陽明海運,ORG
22,聯盟,ORG
22,第三,ORDINAL
22,三,CARDINAL
22,今年,DATE
22,聯盟,ORG
22,德國,GPE
22,赫伯羅德,ORG
22,年月日,DATE
22,海運聯盟,ORG
22,赫伯羅特,ORG
22,馬士基,ORG
22,年月,DATE
22,新輪海運聯盟,ORG
22,三,CARDINAL
22,地中海,LOC
22,馬士基赫伯羅德聯盟,ORG
22,月日,DATE
22,長榮,ORG
22,月日前,DATE
22,三月,DATE
22,長榮,ORG
23,兩年,DATE
23,兆豐金,ORG
23,年月,DATE
23,台灣,GPE
23,欣陸,ORG
23,兩,CARDINAL
23,下個月,DATE
23,兩,CARDINAL
23,兩年前,DATE
23,去年,DATE
23,台灣,GPE
24,半數,CARDINAL
25,台股,GPE
25,今年,DATE
25,魏喬怡,PERSON
25,陳昱光,PERSON
25,台灣,GPE
25,金管會,ORG
25,今年來,DATE
25,億元,MONEY
25,群益台灣,GPE
25,復華,ORG
25,台灣,GPE
25,元大高,ORG
25,今年,DATE
25,七,CARDINAL
25,億元,MONEY
25,華南投顧,ORG
25,儲祥生,PERSON
25,農曆年前,DATE
25,月日,DATE
25,億元,MONEY
25,年前,DATE
25,第個,ORDINAL
25,億元,MONEY
25,月日,DATE
25,今年,DATE
25,億元,MONEY
25,四,CARDINAL
25,復華,ORG
25,台灣,GPE
25,億元億元億元億元,MONEY
25,群益台灣,ORG
25,四季,DATE
25,復華台灣,ORG
25,去年月,DATE
25,今年月止,DATE
25,八,CARDINAL
25,兩頭,MONEY
25,投信投顧公會,ORG
25,七,CARDINAL
25,台灣,GPE
25,元大,ORG
25,臺灣,GPE
25,兆豐台灣電子,ORG
25,臺灣,GPE
25,凱基,ORG
25,台灣,GPE
25,新光台灣,GPE
25,台新,ORG
25,臺灣,GPE
25,百億,MONEY
26,去年月,DATE
26,近個多月,DATE
26,年前,DATE
26,最近年後,DATE
26,萬九,PERSON
26,週週五,DATE
26,前兩年,DATE
26,至少~萬,CARDINAL
26,萬八,CARDINAL
26,年三年,DATE
26,二,CARDINAL
26,下半年,DATE
26,三月,DATE
27,金管會,ORG
27,平準金,ORG
27,旺得富,PERSON
27,李宗莉,PERSON
27,金管會,ORG
27,金管會,ORG
27,昨日,DATE
27,金管會,ORG
27,投信,ORG
27,金管會,ORG
27,平準金,ORG
27,萬,CARDINAL
27,個月,DATE
27,日前,DATE
27,華,GPE
27,台灣,GPE
27,台灣,GPE
27,凱基,ORG
27,永豐台灣,GPE
27,中信上櫃,ORG
27,國泰永續高股,ORG
27,台灣,GPE
27,金管會,ORG
28,台灣,GPE
28,亞洲,LOC
28,經濟日報,WORK_OF_ART
28,劉忠勇,PERSON
28,台灣,GPE
28,聯準會,ORG
28,美國,GPE
28,今年,DATE
28,台,GPE
28,億美元,MONEY
28,半數,CARDINAL
28,中信投信,ORG
28,張勝原,PERSON
28,彭博,PERSON
28,今年上半年,DATE
28,今年,DATE
28,今年,DATE
28,台灣,GPE
28,新台幣兆元億美元,MONEY
28,台灣,GPE
28,新台幣億元,MONEY
28,安聯,ORG
28,曾錚,PERSON
28,月底,DATE
28,台灣人,NORP
29,柴鼠,PERSON
29,百萬以上,CARDINAL
29,今天,DATE
29,今天,DATE
30,八,CARDINAL
30,群益台灣,GPE
30,復華,ORG
30,台灣,GPE
30,台積電,ORG
30,鴻海,ORG
30,大華優利,ORG
30,燿華,ORG
30,凱基,ORG
30,元大,ORG
30,台灣,GPE
30,元大高股息,ORG
30,國泰金,ORG
30,富邦,ORG
30,元大,ORG
30,中信,ORG
30,富邦,ORG
30,國泰費城半導體,ORG
30,遠百,ORG
30,文曄,PERSON
30,仁寶,ORG
30,聯電,ORG
30,元大ＡＡＡ,ORG
30,華紙,ORG
30,光寶科,ORG
30,京元電子,ORG
30,南亞科,ORG
30,永捷,ORG
30,新纖,ORG
30,晟銘,PERSON
30,野村,ORG
30,臺灣,GPE
30,中信金,ORG
30,晶技,ORG
30,兆赫,ORG
30,海華,GPE
30,毅嘉,ORG
30,上曜,ORG
30,康和證,ORG
30,中鋼,ORG
30,波若威,ORG
30,元大,ORG
30,華新,ORG
30,富邦,ORG
30,南茂,ORG
30,富邦,ORG
30,越南,GPE
30,晶豪科,ORG
30,中信,ORG
30,光洋科,ORG
30,裕民,ORG
30,富邦台,GPE
30,國泰台灣,GPE
30,兆豐,ORG
30,欣銓,PERSON
30,富邦公司,ORG
30,正新,ORG
30,聯發科,ORG
30,中鋼,ORG
30,燿華,ORG
30,晟銘,PERSON
30,兆赫,ORG
30,群益台灣,GPE
30,台積電,ORG
30,大華優利,ORG
30,元大,ORG
30,台灣,GPE
30,鴻海,ORG
30,聯發科,ORG
30,瑞昱,ORG
30,今日,DATE
32,去年,DATE
32,今年,DATE
32,個禮拜,DATE
32,上禮拜,DATE
32,安聯基金,ORG
32,下禮拜,DATE
32,兩,CARDINAL
33,百億,CARDINAL
33,兩天,DATE
33,超過億元,MONEY
33,經濟日報,WORK_OF_ART
33,蔡靜紋,PERSON
33,台北,GPE
33,台灣,GPE
33,元大,ORG
33,臺灣,GPE
33,三,CARDINAL
33,中信,ORG
33,台灣,GPE
33,兩天,DATE
33,億元,MONEY
33,兩天,DATE
33,明天,DATE
33,明天,DATE
33,三,CARDINAL
33,今天,DATE
33,明天,DATE
33,最後天,DATE
33,日,GPE
33,金龍年開春,DATE
33,三,CARDINAL
33,中信,ORG
33,上周,DATE
33,兩,CARDINAL
33,首日,DATE
33,四天,DATE
33,億元,MONEY
33,億元,MONEY
33,台灣,GPE
33,月日,DATE
33,第天,DATE
33,億元,MONEY
33,今天,DATE
33,第二天,DATE
33,億元,MONEY
33,元大投信,ORG
33,今天,DATE
33,元大,ORG
33,月日至月日,DATE
33,月日,DATE
33,月日,DATE
33,台灣,GPE
33,中信,ORG
33,三四百億元,MONEY
33,中信,ORG
33,兩,CARDINAL
33,台灣,GPE
33,元大,ORG
33,第天,DATE
33,昨天晚上,TIME
33,億元,MONEY
33,億元,MONEY
34,審計委員會,ORG
34,仟元,MONEY
34,毛利毛,WORK_OF_ART
34,仟元,MONEY
34,月日,DATE
34,仟元,MONEY
34,月日,DATE
34,仟元,MONEY
34,月日,DATE
34,損仟元,MONEY
34,月日,DATE
34,仟元,MONEY
34,仟元,MONEY
34,遠百,ORG
34,遠百,CARDINAL
34,遠東集團,ORG
35,去年二月,DATE
35,暑假,DATE
35,今年初,DATE
35,農曆年,DATE
35,上禮拜,DATE
35,下禮拜,DATE
35,魯,PERSON
36,台灣,GPE
36,三天,DATE
36,超過億元,MONEY
36,經濟日報,ORG
36,蔡靜紋,PERSON
36,台北,GPE
36,三,CARDINAL
36,農曆年後,DATE
36,中信,ORG
36,億元,MONEY
36,日統台,ORG
36,灣高,GPE
36,最後天,DATE
36,三天,DATE
36,億元,MONEY
36,億元大,ORG
36,台灣,GPE
36,億元億元,MONEY
36,復華,ORG
36,台灣,GPE
36,千億,CARDINAL
36,千億,CARDINAL
36,日前,DATE
36,台灣,GPE
36,台灣,GPE
36,日,GPE
36,元大,ORG
36,元大金控集團,ORG
36,億元,MONEY
36,台灣,GPE
36,元大,ORG
36,臺灣,NORP
36,日,GPE
36,日,GPE
36,億元,MONEY
36,這兩天,DATE
36,五百億,CARDINAL
36,兩百多,CARDINAL
36,超過百億,CARDINAL
36,張萬,PERSON
36,左手黨,ORG
37,這幾天,DATE
38,億,CARDINAL
38,下週,DATE
38,元大,ORG
38,萬九,CARDINAL
38,毛毛,PERSON
39,台塑,ORG
39,今天,DATE
39,四,CARDINAL
39,今年,DATE
39,快萬,CARDINAL
40,台積電,ORG
40,元大台灣,GPE
40,下個月,DATE
40,元大,ORG
40,長榮,ORG
40,神基聯電,ORG
40,長榮,ORG
40,去年,DATE
40,元大,ORG
40,今年,DATE
40,去年,DATE
40,元大,ORG
41,台塑,ORG
41,四,CARDINAL
41,台灣,GPE
41,中國,GPE
42,億元,MONEY
42,蔡靜紋,PERSON
42,甲辰水龍年,DATE
42,台灣,GPE
42,龍年開春,DATE
42,三,CARDINAL
42,億元,MONEY
42,台灣,GPE
42,億元,MONEY
42,兩,CARDINAL
42,元大,ORG
42,臺灣,GPE
42,本周,DATE
42,下周,DATE
42,元大,ORG
42,臺灣,GPE
42,億元,MONEY
42,元大,ORG
42,台灣,GPE
42,元大,ORG
42,臺灣,GPE
42,兩,CARDINAL
42,中信上游半導體,ORG
42,崇越,ORG
42,三,ORDINAL
42,千億元,MONEY
42,美股,NORP
42,烏,GPE
42,年後,DATE
42,中信,ORG
42,億元,MONEY
42,中國信託投信,ORG
42,台灣,GPE
42,億元,MONEY
42,兩,CARDINAL
42,億元億元,MONEY
42,復華台灣,ORG
42,台灣,GPE
42,四,CARDINAL
42,日,GPE
42,台灣,GPE
42,億元,MONEY
42,第八,ORDINAL
42,第六,ORDINAL
42,億元,MONEY
42,億元,MONEY
42,元大台灣元大高股,ORG
42,億元,MONEY
42,億元,MONEY
42,台灣,GPE
42,",億元",MONEY
42,億元,MONEY
42,富邦台億元,MONEY
42,元大台,ORG
42,台灣,GPE
42,元大,ORG
42,元大,ORG
42,臺灣,NORP
42,日,GPE
42,日,GPE
42,日,GPE
42,元大金控集團,ORG
42,億元,MONEY
42,台灣,GPE
42,波接波,PERSON
43,二月底,DATE
43,十,CARDINAL
43,十,CARDINAL
43,七,CARDINAL
43,聯發,ORG
43,科緯創,ORG
43,聯詠日月光控股,ORG
43,這周,DATE
43,元大,ORG
43,十,CARDINAL
43,長榮聯電,ORG
43,聯發科鈊象,ORG
43,三月最後周,DATE
43,下周,DATE
44,近幾年,DATE
45,亞翔,ORG
45,臺灣,GPE
45,昨天,DATE
45,今天,DATE
45,今天,DATE
45,哥漢唐,PERSON
45,亞翔,ORG
45,十,CARDINAL
45,亞翔,ORG
45,今年,DATE
45,台灣人,NORP
45,亞翔,ORG
45,漢唐,DATE
47,昨天,DATE
47,大約萬,CARDINAL
47,兩個月,DATE
47,高股息戰隊,ORG
47,五月,DATE
48,這幾天,DATE
48,兩萬,CARDINAL
48,好幾年,DATE
48,這幾天,DATE
49,今天,DATE
49,十,CARDINAL
49,十,CARDINAL
49,十,CARDINAL
49,十,CARDINAL
49,國安基金,ORG
49,保守點,PERSON
50,年月日,DATE
50,臺灣證券交易所證券櫃檯買賣中心公司,ORG
50,年月日,DATE
50,前日,DATE
50,今日,DATE
50,金額仟元,MONEY
50,元大,ORG
50,台灣,GPE
50,五日,DATE
50,群益台灣,GPE
50,十日,DATE
50,復華,ORG
50,台灣,GPE
50,台積電,ORG
50,聯電,ORG
50,緯創,ORG
50,英業,ORG
50,華泰,ORG
50,京元電子,ORG
50,群光,ORG
50,日月光投控,ORG
50,定穎投控,ORG
50,上曜,ORG
50,中美晶,ORG
50,富喬,ORG
50,台燿,ORG
50,波若威,ORG
50,英濟,PERSON
51,長榮,ORG
51,二,CARDINAL
51,長榮,PERSON
51,二,CARDINAL
51,長榮,PERSON
51,二,CARDINAL
52,四,CARDINAL
52,台積,ORG
53,黃若維,PERSON
53,月日,DATE
53,元大,ORG
53,臺灣,NORP
53,第天,DATE
53,元大,ORG
53,臺灣,GPE
53,台股,GPE
53,台灣,GPE
53,元大投信,ORG
53,劉宗聖,PERSON
53,台灣,GPE
53,台股,GPE
53,台灣,GPE
53,亞洲,LOC
53,第三,ORDINAL
53,年底,DATE
53,億元,MONEY
53,年底,DATE
53,去年底,DATE
53,台灣,GPE
53,超過萬,CARDINAL
53,台股,NORP
53,萬,CARDINAL
53,元大投信,ORG
53,元大投顧,ORG
53,胡睿涵,PERSON
53,巴菲特,PERSON
53,第個,ORDINAL
53,元大投信,ORG
53,元大投信,ORG
53,臺灣,NORP
53,萬元,MONEY
53,萬千元,MONEY
53,萬千多元,MONEY
53,千,CARDINAL
53,萬千元,MONEY
53,萬月,CARDINAL
53,七萬,CARDINAL
54,兩,CARDINAL
54,台灣,GPE
55,台積電,ORG
55,台積電,ORG
55,三,CARDINAL
56,前幾個月,DATE
57,這幾年,DATE
57,月月,DATE
57,萬,CARDINAL
57,今年,DATE
57,封關日,DATE
58,國泰證系統,ORG
58,萬,CARDINAL
58,陳瑩欣,PERSON
58,元大台灣,GPE
58,今日,DATE
58,月月,DATE
58,國泰證券,ORG
58,上午點半,TIME
58,中午,TIME
58,逾萬,CARDINAL
58,台灣,GPE
58,李,PERSON
58,萬元,MONEY
58,今天早上,TIME
58,國泰證券,ORG
58,台灣,GPE
58,今日,DATE
58,首日,DATE
58,億元,MONEY
58,當日,DATE
58,元大投信,ORG
58,華南銀行,ORG
58,元大銀行,ORG
58,日,GPE
59,兩季,DATE
60,元大,ORG
60,半天,DATE
60,朱漢崙,PERSON
60,元大,ORG
60,今日,DATE
60,元大台,ORG
60,今日,DATE
60,元大內部,ORG
60,中午,TIME
60,億元,MONEY
60,台灣,GPE
60,億元,MONEY
60,本周,DATE
60,五,CARDINAL
60,元大,ORG
60,上看千億,CARDINAL
60,台股,NORP
60,元大,ORG
60,今日,DATE
60,上周,DATE
60,幾小時內,TIME
60,國泰證券,ORG
60,萬,CARDINAL
60,至小時,TIME
60,元大證券,ORG
60,國泰證券,ORG
60,三,CARDINAL
60,今日,DATE
60,半天,DATE
60,接近億,CARDINAL
60,千億,CARDINAL
60,幾十,CARDINAL
61,上週,DATE
61,上週,DATE
61,兩萬,CARDINAL
61,今天,DATE
61,千億,CARDINAL
62,萬海公司,ORG
62,民國年,DATE
62,新台幣仟元,MONEY
62,本月,DATE
62,去年,DATE
62,本年,DATE
62,去年,DATE
62,第天,DATE
62,億元,MONEY
63,元大,ORG
63,首日,DATE
63,半天,DATE
63,千億,CARDINAL
63,朱漢崙,PERSON
63,元大,ORG
63,今日,DATE
63,元大台,ORG
63,今日,DATE
63,元大內部,ORG
63,中午,TIME
63,億元,MONEY
63,上周,DATE
63,台灣,GPE
63,億元,MONEY
63,本周,DATE
63,五,CARDINAL
63,元大,ORG
63,上看千億,CARDINAL
63,台股,NORP
63,元大,ORG
63,今日,DATE
63,至小時,TIME
63,元大證券,ORG
63,國泰證券,ORG
63,三,CARDINAL
63,今日,DATE
63,半天,DATE
63,接近億,CARDINAL
63,千億,CARDINAL
63,兩,CARDINAL
64,今天,DATE
64,個禮拜,DATE
64,華南,LOC
64,永昌,LOC
65,長榮,ORG
65,彭媁琳,PERSON
65,兩萬,CARDINAL
65,紅海,LOC
65,長榮,ORG
65,元大,ORG
65,台積電,ORG
65,台積電,ORG
65,長榮,ORG
65,億元,MONEY
65,長榮,PERSON
65,萬,CARDINAL
65,長榮,ORG
65,去年,DATE
65,去年,DATE
65,今年,DATE
65,長榮,ORG
65,兩,CARDINAL
65,灣高息,ORG
65,元大台灣,GPE
65,長榮,ORG
65,長榮,ORG
65,長榮,ORG
65,過去年,DATE
65,紅海,LOC
65,長榮,ORG
65,長榮,PERSON
65,長榮,ORG
66,劉維榛,PERSON
66,劉維榛,PERSON
66,國泰證券度,ORG
66,嘉義人,NORP
66,台新銀行,ORG
66,元大台灣價值高息基金,ORG
66,嘉義人,NORP
66,嘉義台新,ORG
66,今中午,TIME
