system_id,sentence
3,展望未來，週四預估今年第季營收介於億美元至億美元之間，優於分
3,析師預期
3,年整體支出預估介於億美元至億美元之間
3,與許多科技巨頭樣，正在尋求將工具整合到其核心產品中，祖克柏透露未來
3,幾個月開始更廣泛地推出服務
3,將不斷增加基礎設施的投資，推動長期產品研發，還預計今年薪資成本將有所
3,提升，因為在推進功能的過程中，該公司增加更多擔任成本較高的技術職位的員工
3,週四還宣布，將於月日向投資人放發現金股利每股美元，這是
3,史上首次股息發放
3,同時，還宣布將額外回購億美元的自家股票
3,預計今年受聘總人數將增加
3,截至去年月底止，完成年啟動的裁員
3,"計畫，員工人數為,人，裁員後較前年同期減少"
3,投資人正在尋找廣告業務從殘酷的年繼續反彈的跡象，週四收紅
3,至每股美元，盤後股價跳高飆升逾，延續年以來的漲勢
3,/止財報關鍵數字分析師預期
3,營收億美元億美元
3,美元美元
3,淨利億美元
3,每日活躍用戶數億億
3,每月活躍用戶數億億
3,每位用戶收入均值美元美元
3,隨著廣告業務持續反彈，樽節支出成果優異，繳出亮眼的財報成績單
3,多虧中國廣告商的高額支出，推動去年第四季營收較前年同期的億美元成
3,長，這是自年中以來最快的成長率
3,隨著廣告業務持續反彈，樽節支出成果優異，去年第四季營收年增圖
3,隨著廣告業務持續反彈，樽節支出成果優異，去年第四季營收年增圖
3,與此同時，淨利從年前的億美元翻逾二倍至億美元
3,該公司費用年減
3,至億美元，營業利益率增加倍多，達到，表明成本削減措施正在增強
3,盈利能力
3,淨利從年前的億美元翻逾二倍至約億美元圖
3,淨利從年前的億美元翻逾二倍至約億美元圖
3,從營收細項來看，上季廣告收入億美元，高於分析師預期的億美元
3,家族營收億美元，高於分析師預期億美元
3,元宇宙部門營
3,收億美元，高於分析師預期億美元
3,上季家族營運利潤億美元，高於分析師預期億美元
3,不過，
3,營運虧損億美元，遜於分析師預期虧損億美元
3,的耳機等硬體產品尚未為公司營收貢獻任何可觀的比例，隨著對手蘋
3,果於月日上市，這可能會提高消費者對/耳機的興趣，並對
3,的系列耳機產生連鎖反應
3,有鑑於積極投資生成式，對的努力在投資人心目中已退居
3,二線
3,祖克柏月在上發文宣布，該公司的長期願景是開發通用人工智慧
3,並使其開源
3,年底，基礎設施將包括萬張輝達的顯卡
3,生成式沒有單的定義，但從廣義上講，它是種可以像人類樣思考和學習的人工
3,智慧
3,換句話說，它能夠理解多種概念，而不是專注於某個領域，包括創造對話故事
3,影像視訊和音樂
3,心得
3,小弟有奈米幾張，路上帳面到倒賺
3,想請問祖克柏這波操作是為了什麼，不管是發放股息還是高點才開始回購庫藏股，應該就
3,是手上錢太多吧，賺太多公司沒有投資機會，大家各自解讀了
4,標的中信上游半導體
4,費城半導體
4,分類討論
4,正文
4,剛剛在找資料意外看到
4,又又又檔即將開募
4,奇的是開募日竟然比和早
4,但這兩天才通過准募
4,此外，終於不是高股息型了
4,而是著重全球半導體的且不配息
4,有點興趣但還是好奇這檔與費半相比如何
4,看最主要成份股
4,分成全球半導體設備和材料兩類
4,所以除了常見的品牌公司
4,還包括上游原料供應商
4,所以其實很多不熟悉的公司
4,權重基本上就是按市值大小排序
4,那費半大家都很熟了
4,範圍是美國國內半導體上中下游公司
4,兩檔回測過去兩三年年化報酬也差不多
4,不知道有沒有對產業較熟悉的前輩
4,可以指點下這兩檔若長期投資來說
4,具體上會有什麼差異
4,風險程度漲跌幅度總經影響程度等
4,先感謝了
5,標題上市外資買賣超排行
5,來源
5,網址
5,//////
5,內文
5,買超排行
5,證券代號證券名稱買超張數
5,"元大滬深正,"
5,"國泰智能電動車,"
5,"台積電,"
5,"長榮航,"
5,"宏碁,"
5,"群創,"
5,"廣達,"
5,"華通,"
5,"華航,"
5,"富邦上証正,"
5,"英業達,"
5,"台通,"
5,"昆盈,"
5,"富邦越南,"
5,"聯茂,"
5,"國泰北美科技,"
5,"奇鋐,"
5,"達運,"
5,"聯合再生,"
5,"漢翔,"
5,"邁達特,"
5,"國泰年美債正,"
5,"堤維西,"
5,"力成,"
5,"富邦恒生國企正,"
5,"威健,"
5,"國泰中國正,"
5,"台泥,"
5,"詮,"
5,"三陽工業,"
5,海華
5,東元
5,期元大日圓正
5,健鼎
5,中華電
5,期元大原油反
5,聯發科
5,聯發科法興購
5,元大台灣
5,定穎投控
5,富邦金
5,樺漢
5,康舒
5,弘憶股
5,台光電
5,川湖
5,麗臺
5,藍天
5,富邦特選高股息
5,京城銀
5,賣超排行
5,證券代號證券名稱賣超張數
5,"復華台灣科技優息,"
5,"玉山金,"
5,"復華富時不動產,"
5,"群益台灣精選高息,"
5,"中鋼,"
5,"台新金,"
5,"開發金,"
5,"國泰金,"
5,"國泰永續高股息,"
5,"中信金,"
5,"兆豐金,"
5,"大同,"
5,"永豐金,"
5,"聯詠,"
5,"友達,"
5,"第金,"
5,"中興電,"
5,"元大金,"
5,"華泰,"
5,"新光金,"
5,"華邦電,"
5,"光寶科,"
5,"元大高股息,"
5,"中信中國高股息,"
5,"京元電子,"
5,"元大美債正,"
5,"威盛,"
5,"三商壽,"
5,"文曄,"
5,"復華香港正,"
5,"日月光投控,"
5,"合庫金,"
5,"矽統,"
5,"中纖,"
5,"永豐餘,"
5,"旺宏,"
5,"期街口布蘭特正,"
5,"晶相光,"
5,"彰銀,"
5,"敦泰,"
5,"亞泥,"
5,"裕民,"
5,"中信關鍵半導體,"
5,"仁寶,"
5,"寶成,"
5,"臺股指法興售,"
5,"華南金,"
5,過年前最後天開盤
5,祝大家新年快樂
5,買樂透都可以中獎
6,現在還來得及快上的車
6,/////
6,///_/
6,且利潤很高此篇底下有人分享哪家卷商可以買韓股
6,////_
6,主要是高速頻寬記憶體是現在架構裡面很重要的塊自從多模塊大模型開始後
6,記憶體常常會被操爆常常寫算法要被迫用迭代方式去減少記憶體但這樣速度就會變慢
6,這也是為何最近流行的算法架構目標是要取代
6,現在幾乎所有晶片都要目前看到的架構有
6,皇老黃旗下所有產品蘇媽/
6,你想到的大公司自家晶片不論是做或者都有用
6,因為上述原因你可以看到韓廠在瘋狂的蓋廠相關發展因為市場太大了幫台廠
6,第代是當年蘇媽跟海力士起發明的大絕招拿去打老黃的顯卡用結果因為報價
6,過高被棄用但老黃回頭就馬上抄了這架構找三星弄到上
6,然後我也研究了美光目前看起來恩恩恩恩恩不好說
6,美光預估導入目前算是最晚加入目前檯面上就三大玩家
6,我也有在不過美光主要是產量規劃在會在台灣擴廠用來搶
6,會利用台灣封裝廠商但他是次殺入第三代不像其他兩個玩家有玩過第代和
6,第二代目前充滿不確地性先觀望不過也許可以賭台廠受美光惠的那幾家封裝股
7,最近各種冒出吸睛
7,三月又來個
7,假如今天已經知道新出的募集了定資金
7,又告知你他們選了哪些股，原因，及比重
7,是不是在選個股上就可以選擇跟進，取得比較高的勝率
7,這樣的邏輯可行嗎
7,認真問
8,元大新募集的高股息，
8,除了發行價元驚人低之外，
8,選股邏輯納入本益比自由現金流股東權益報酬率毛利率成長財報透明，
8,標榜巴菲特選股法，
8,然後最驚人的是回測過去年的累積報酬率高達，
8,已經接近正的水準，
8,竟然還有高殖利率，
8,標準差又比大盤低波動比較小，
8,根據回測結果也太強了，
8,怎麼有辦法這麼神
8,的選股邏輯強的秘密到底在哪裡
8,是因為納入自由現金流作為選股指標嗎
9,標題//八大公股銀行買賣超排行
9,來源玩股網
9,網址
9,/////
9,內文
9,手機介面圖片好讀版
9,///
9,以下資訊依張數排列
9,買超賣超
9,排名股票張數排名股票張數
9,群創
9,國泰Ｙ金融債
9,欣興
9,中信金
9,群益台灣精選高息
9,第金
9,華東
9,彩晶
9,元大金
9,復華台灣科技優息
9,富邦特選高股息
9,三商壽
9,宏捷科
9,金寶
9,中美晶
9,大亞
9,中鋼
9,華邦電
9,中信關鍵半導體
9,力麒
9,永捷
9,晶彩科
9,昆盈
9,上曜
9,友達
9,中石化
9,富邦金
9,大同
9,中信美國公債年
9,永豐金
9,聯電
9,國產
9,中興電
9,兆豐金
9,東和
9,合庫金
9,元大高股息
9,擎亞
9,潤泰新
9,瑞軒
9,期元大ＳＰ日圓正
9,鴻海
9,華興
9,南亞
9,誠美材
9,永崴投控
9,中纖
9,新復興
9,期街口布蘭特正
9,冠德
9,台新金
9,力積電
9,台船
9,元山
9,振發
9,王道銀行
9,佳總
9,中信中國高股息
9,彰銀
9,敬鵬
9,裕民
9,聯詠
9,菱生
9,富喬
9,亞電
9,昇貿
9,開發金
9,至上
9,榮創
9,國泰金
9,上述張數排名中漲跌超過
9,買超
9,永捷
9,上曜
9,東和
9,永崴投控
9,賣超
9,宏捷科
9,瑞軒
9,華興
9,佳總
9,買超金額排行賣超金額排行
9,欣興
9,聯詠
9,中美晶
9,宏捷科
9,玉晶光
9,賣超漲停顆
9,燈
9,今日上市櫃共有支漲停支跌停
9,油
9,長老
9,買
9,油反
9,，
9,賣
9,美債
9,買
9,國泰年美債元大美債年中信美國公債年
9,國泰年美債正永豐年美公債統美債年
9,若有發現問題，請留言通知我
10,標的長榮
10,分類多
10,分析/正文紅海至少再亂個幾個月沒問題這也就代表長榮高獲利會再繼續賺錢賺更兇
10,海賺波
10,這樣今年賺塊機會挺大的
10,籌碼面更是超級棒棒
10,看看台積電總股東人數今年跟兩年前比根本散戶都在跑難怪今年股價噴上去
10,長榮總股東人數基本上也跟兩年前比也是減少好多萬人長榮散戶也在跑
10,打算塊這上下開始出手接多單
10,///
10,///
10,三月到四月多有高股息投資專家
10,巴菲特選股法
10,布局最大部位就是長榮這檔股票
10,也有要布局長榮的部位
10,///
10,基本上現在長榮就是在洗走沒信心持有的投資人
10,別等長榮第季超好財報開出來才去買長榮
10,到時候股價應該上去了
10,長榮低檔布局財報出來睡飽數錢
10,業內顏董事也說要伺機加碼長榮
10,股版良心姐也說要檢長榮
10,閒聊股神長榮更是看好第二季長榮邁向塊
10,就問做多長榮持有波段怎麼輸
10,進退場機制塊這邊分批進場多單
10,第二季或第三級財報出來在停利多
10,基本上勝率太高太高了沒考慮停損
10,放著配也舒服
11,標題//八大公股銀行買賣超排行
11,來源玩股網
11,網址
11,/////
11,內文
11,手機介面圖片好讀版
11,///
11,以下資訊依張數排列
11,買超賣超
11,排名股票張數排名股票張數
11,元大金
11,國泰Ｙ金融債
11,國泰年美債
11,期街口布蘭特正
11,群益台灣精選高息
11,元大台灣
11,元大高股息
11,國泰永續高股息
11,中信中國高股息
11,元大美債年
11,台積電
11,元大ＡＡＡ至Ａ公司債
11,富邦特選高股息
11,臺企銀
11,富邦公司治理
11,元大滬深正
11,復華富時不動產
11,上曜
11,訊舟
11,永崴投控
11,長榮
11,中信成長高股息
11,神基
11,統
11,華通
11,華星光
11,聯詠
11,新纖
11,群益半導體收益
11,良維
11,聯電
11,裕民
11,華興
11,富邦越南
11,富邦金
11,國泰台灣Ｇ
11,均豪
11,萬潤
11,永豐ＥＳＧ低碳高息
11,訊芯ＫＹ
11,南亞科
11,元大台灣反
11,合正
11,群益台ＥＳＧ低碳
11,國泰金
11,福華
11,中工
11,加高
11,泰金寶ＤＲ
11,廣達
11,台燿
11,中信關鍵半導體
11,兆豐藍籌
11,揚智
11,永豐金
11,誠美材
11,期元大ＳＰ石油
11,天鈺
11,宏碁
11,遠東新
11,中信金
11,上述張數排名中漲跌超過
11,買超
11,加高
11,賣超
11,上曜
11,訊舟
11,神基
11,華興
11,均豪
11,訊芯
11,合正
11,天鈺
11,買超金額排行賣超金額排行
11,台積電
11,聯詠
11,元大台灣
11,廣達
11,聯發科
11,雙鴻
11,長榮
11,賣超漲停顆
11,燈
11,今日上市櫃共有支漲停支跌停
11,油
11,長老
11,賣
11,美債
11,買
11,國泰年美債元大美債正元大美債年
11,中信美國公債年統美債年
11,若有發現問題，請留言通知我
12,///
12,本來打算買長榮結果發文完隔天不回頭開始起漲
12,只買到的長榮真的哭暈在船上
12,以下是長榮操作非常有套的大大看法如下
12,____________
12,我有絕對的研究長榮
12,才會分享給各位好朋友
12,目前股價跟買進的時間點
12,投資長榮多單勝率根本送分題
12,就是安全
12,才會分享投資長榮的好多安全
12,我從去年低點塊不到
12,分享長榮老闆大買長榮上百億元
12,底部了可以進場了幾乎每天分享
12,長榮從塊漲到今年最高
12,現在拉回盤整
12,主力值在壓低吃籌碼
12,國內真槍實彈研究機構
12,跟三月四月都會買入長榮這檔股票
12,你連他們投資取向都不信了
12,怎麼成為贏家
12,整天要股票漲才是好股票
12,獲利是等出來的
12,難道不去了解長榮今年爽賺更多
12,這種事情發生
12,等第季財報開出
12,才要堆人追塊上的長榮是不是啦
12,股價還沒大反應在上噴
12,張才萬今年也還沒公佈配息塊
12,我就問大家
12,今年配息公布再加上第季財報開出來非常好會多少人才要追長榮
12,試問股價萬發萬股息
12,去年股價萬發萬股息填息成功
12,今年預計發萬股息
12,今天目前來看整年至少賺保守保守塊沒問題
12,張在發股息萬起跳
12,我就問投資現在的長榮怎麼了
12,曾經被航運傷害你們要重新選擇的機會都來了還不把握
12,整天在那邊說不會漲
12,這樣的心態真的大可不必
12,選擇愛上長榮
12,曾經驕傲的說我有長榮的你們
12,怎會變得如此畏首畏尾
12,_______
12,以上是長榮大大今天文案
12,長榮目標今年定到航海王文章看三次獲利成長當年股價定會漲到淨值以上
13,標題上市外資買賣超排行
13,來源
13,網址
13,//////
13,內文
13,買超排行
13,證券代號證券名稱買超張數
13,"復華台灣科技優息,"
13,"陽明,"
13,"長榮,"
13,"國泰智能電動車,"
13,"中信金,"
13,"台積電,"
13,"廣達,"
13,"聯發科,"
13,"京元電子,"
13,"元大台灣,"
13,"奇鋐,"
13,"致伸,"
13,"台新永續高息中小,"
13,"中信中國高股息,"
13,"裕民,"
13,"佳世達,"
13,"元大高股息,"
13,"國泰台灣,"
13,"群光,"
13,"新興,"
13,"華新,"
13,"欣興,"
13,"文曄,"
13,"正文,"
13,"鴻海,"
13,"日月光投控,"
13,"光寶科,"
13,"矽格,"
13,"星通,"
13,"中信關鍵半導體,"
13,"輔信,"
13,"士電,"
13,"群創,"
13,"國泰北美科技,"
13,"南亞科,"
13,"堤維西,"
13,"聯強,"
13,"統證,"
13,"華邦電,"
13,"訊芯,"
13,"兆豐永續高息等權,"
13,"和碩,"
13,"中信成長高股息,"
13,"兆豐金,"
13,"富邦金,"
13,"通嘉,"
13,"開發金,"
13,"台航,"
13,"中信電池及儲能,"
13,"新日興,"
13,賣超排行
13,證券代號證券名稱賣超張數
13,"元大滬深正,"
13,"玉山金,"
13,"富邦恒生國企正,"
13,"中信中國正,"
13,"長榮航,"
13,"大同,"
13,"國泰永續高股息,"
13,"華航,"
13,"復華富時不動產,"
13,"寶成,"
13,"泰金寶,"
13,"瑞軒,"
13,"力積電,"
13,"友達,"
13,"宏碁,"
13,"耿鼎,"
13,"建準,"
13,"神基,"
13,"上曜,"
13,"亞力,"
13,"中興電,"
13,"啟碁,"
13,"聯合再生,"
13,"第金,"
13,"永豐金,"
13,"中華電,"
13,"華東,"
13,"華興,"
13,"台灣高鐵,"
13,"菱生,"
13,"華通,"
13,"亞翔,"
13,"南亞,"
13,"晶豪科,"
13,"訊舟,"
13,"精英,"
13,"金寶,"
13,"建通,"
13,"永崴投控,"
13,"詮,"
13,"微星,"
13,"威盛,"
13,"中石化,"
13,"和大,"
13,"仁寶,"
13,"海華,"
13,小兒又在洗碗了嗎
14,標的復華台灣科技優息
14,例台積電
14,分類討論
14,請選擇並刪除無關分類
14,分析/正文
14,由於和要出了，近期直聽到週週配我就研究了下
14,不看還好，看嚇小跳
14,我是不認為我講完會影響誰的意願所以應該沒差
14,我們就對比和的大持股好了
14,聯發科大聯大聯詠日月光群光瑞昱有支和疊到
14,聯電中美晶漢唐群光瑞儀聯發科新普疊到支
14,我這邊講的個股是和目前公布的十大持股，雖然個別權重有差別，不過重疊度這麼
14,高，等這兩檔資金湧入，這些重複的股票也會水漲船高，肯定是可以幫抬波吧
14,考慮到從成立以來，配息直滿穩定，今年還加碼到，尤其前陣子金管會推了
14,平準金的個原則也有符合
14,有點想把手上部份資金調出來
14,進退場機制
14,非長期投資者，必須有停損機制
14,討論心得類免填
15,去看應該會更嚇跳
15,和最有機會抬轎的應該是
15,同樣也是比較前十大持股
15,就有檔跟重複的成分股
15,更不用說，前十大全部都中了
15,///
15,先不考慮權重，這兩檔在板上看起來熱度也是有的
15,先假設它們兩檔加起來也會有個兩三百億的規模的話
15,等和實際進場
15,的股價是定會被抬升上去的
15,會被抬到多少不知道，但現在價格水位肯定是算低的
15,的資金行情要來了，還不趕快買進嗎
16,沒錯長江後浪推前浪
16,參考來源為柴鼠
16,///
16,實績最強
16,回測超高殖利率
16,選股邏輯不同可搭配
16,三者皆為多因子設計的高股息
16,上個月參加粉絲會
16,基金經理人忠成說明台灣科技優息設計理念
16,目標為中長期的穩健報酬，而非追求飆股或超高殖利率
16,目前整體績效很滿意
16,原以為每年有還原報酬就不錯了
16,結果是配息價差另外算
16,每月拿雙份報酬工作月薪配息
16,自行分配繳房貸生活費或再投入好安心
16,///
16,這是檔讓我認識復華投信的高股息
16,復華給讚_
16,幕後彩蛋
16,///
16,逐出家門~
17,本基金自上市日含當日起之申購，經理公司將依本公開說明書規定依本基金現金申購
17,/買回日清單所載之每申購/買回基數約當市值加計向申購人預收申購價金
17,有大大能解釋下這段話的意思嗎
17,我買張要準備
18,就是那張我知道你還有錢的梗圖的主角
18,之前小弟都潛水看各位鄉民在講他
18,想說應該都是反串，就沒特別去查
18,最近有跑出他的影片
18,我去看了下感覺講得也可以
18,不是那種唬爛嘴
18,可能小弟股市經驗也不多
18,分不出來哲哲是真的有料還是沒料
18,小弟我是股市新手
18,基本上就是定期定額買而已
18,，三月再買
18,平常比較常看柴鼠，有時會看某皓哥
18,想問問
18,哲哲算是有料的投顧嗎
18,沒有加他會員
18,國巨很夯時我還沒開始買股票
18,我就是不知道該不該信，才發文參考各位的回答啊
18,好
18,好
19,發標的文未充實內文，
19,多空理由不充實
19,者，板規或處份
19,進退場機制若非長期投資，請
19,輸入停損價
19,，否則依板規處份
19,請依格式輸入內容，未依格式者板規砍文處份
19,標題請使用以下格式股號市場碼股名分類市場碼
19,標的台積電長期不停損多
19,標的特斯拉馬斯克火星多
19,按
19,可刪除
19,以上內容
19,標的長榮
19,分類多
19,分析/正文
19,三月初上市
19,"目前航運的情況在紅海危機的影響,短期不會有會影響到今年損益的太大變數"
19,預期上市後會再帶動波
19,進退場機制
19,進場
19,停利/停損
20,買氣不是開玩笑走到哪裡都有人在討論
20,銀行幾乎也聽到老人家在聊這支
20,很多退休金都轉出來買這支股票
20,第支月配當然夯
20,應該這星期就會以上
20,前都可以大量買進
20,你今天了嗎買變全民運動
21,標的群益台灣精選高息
21,分類多
21,分析/正文技術面目前來看沿著五日線爬升非常強勢
21,最大部位是長榮這檔
21,三四月後有跟這兩檔會來幫我們抬轎
21,放著配也舒服
21,在高股息來說
21,配置多部位金額在這是不錯的投資組合
21,應該沒人會崩潰說左手拿給右手吧
21,呵呵呵
21,高股息是趨勢是高股息中的強棒
21,///
21,///
21,進退場機制見綠進倉今年拉抬到塊上在考慮停利
21,停損不可能
22,原文標題長榮所屬全球最大海洋聯盟延長合作五年
22,原文連結
22,///
22,發布時間//
22,記者署名經濟日報記者黃淑惠
22,原文內容
22,聯盟已宣布年要解散，長榮海運所屬的海洋聯盟未來將
22,成為全球最大的海運聯盟，市場直在揣測其未來動向，今天海洋聯盟成員起宣布，聯
22,盟合作期限延長五年至年月日，屆時得視狀況再延長五年至年
22,海洋聯盟是四大航運聯盟中到目前為止沒有成員異動，結盟的四大航商法國達飛海運
22,中國遠洋海運集團及長榮海運及東方海外，今天四大航商同步證
22,實，夥伴已簽署相關文件，將聯盟合作期限延長五年至年月日，屆時得視狀況再
22,延長五年至年
22,海洋聯盟成立於年月，在符合法規的原則下致力於打造綿密的航運網路
22,透過這次
22,合作期限的展延，聯盟成員將在既有基礎上持續為客戶提供穩定優質的運送服務
22,原本全球共有三大海運聯盟，聯盟是全球最大的聯盟，長榮所屬的海洋聯盟是
22,全球第二大海運聯盟，陽明海運所屬的聯盟第三大
22,三大聯盟成員各有專長
22,航線互補性更強，聯盟對於海運業者來說，可以直接降低資本支出，各家業者不用每條
22,線配置大量船舶，又能提供客戶綿密的航線服務
22,即將在年分手，今年屬於聯盟的德國赫伯羅德已經宣布將於
22,年月日退出海運聯盟，赫伯羅特將攜手馬士基
22,進行營運合作，該合作將於年月開始，目標是提供個靈活互連的海洋網絡，已
22,經開始牽動新輪海運聯盟大洗牌
22,心得/評論
22,目前三大聯盟市佔率排行
22,聯盟約成
22,聯盟長榮所屬約成
22,聯盟約成
22,大洗牌後市佔率排行
22,聯盟長榮所屬約成
22,地中海約成
22,馬士基赫伯羅德聯盟約成
22,聯盟約成
22,大哥二哥拆夥，聯盟邊緣化，聯盟或成最大贏家
22,月日公布調整名單，長榮或成成分股
22,月日前公布財報，長榮年或賺元
22,三月開始募集
22,///
22,長榮佔比極高或成最大贏家
22,篇根不要不信邪
23,大家午安，第次板上健檢
23,目前存股兩年多
23,開始是以兆豐金開始，不過後來長太高存不下去
23,之後轉高股息，年月才開始存
23,台灣大統是賺填息行情，未來會賣掉
23,欣陸被套住，之後回會賣掉
23,目前大約控制每月~手動買入
23,想請教存股更長的朋友有沒有甚麼建議
23,每個月買兩檔，下個月再買其他兩檔，這樣可行
23,感謝
23,///
23,///
23,感謝糾正
23,兩年前買是覺得配息很棒，不過沒填息現在左手換右手中
23,我沒再買正根反
23,所以去年開始買，每個月股之類的
23,我目前沒研究，之後會看看
23,你放心，我會抱到~歲然後退休
23,現在算集中檔了
23,因為都蠻喜歡，所以困擾
23,這樣是台灣的概念嗎
23,因為真的有點買到不知道要怎麼買下去想問問看分散買的人都怎操作
24,///
24,半數都在疫情期間買進，鋼門疫苗飛宏哥等等，近期看了閒聊區指標人物全力喊多，
24,是不是該鍵出清，全力認購近期的，還是當個驕傲的水手
24,，救我，^
25,原文標題
25,台股規模今年再增億
25,原文連結
25,////
25,發布時間
25,記者署名魏喬怡陳昱光
25,原文內容
25,台灣年增逾兆元，讓金管會出手嚴管，但似乎愈管愈熱，今年來規模再增逾
25,億元，群益台灣精選高息復華台灣科技優息元大高股息，今年以來規模均各增逾億
25,元，且月還有七檔台股繼續搶市送件，將續為台股帶來新資金動能
25,資金持續湧入，帶動投信日買超億元，終止連日賣超
25,華南投顧董事長儲祥生認
25,為，台股資金行情火熱，不僅外資回流，本土勢力參與程度也越來越高，尤其台股回檔時，
25,投信法人經常扮演撐盤要角，其中被動式買盤就是大關鍵
25,農曆年前投信開始有些調節動作，月日以來出現連賣，期間賣超億元，預料有
25,部分投資人年前資金調度需求，以及近期台股創高，多檔改寫高位，息值價差兩邊
25,賺，湧現波獲利了結潮有關
25,特別的是投信在月第個交易日反守為攻，日買超億元，市場研判投信提前鎖住
25,籌碼，迎接新掛牌熱潮
25,據統計至月日，檔台股的規模達兆元，今年以來增加億元，規模增加
25,前四大為群益台灣精選高息復華台灣科技優息元大高股息國泰永續高股息，分別增加
25,億元億元億元億元，清色為高股息
25,法人表示，高股息配息率維持高檔，如群益台灣精選高息，月日公告月預估配息
25,金額元，年化配息率連四季衝破
25,而復華台灣科技優息，月配息金額跟月
25,相同，同樣是元，去年月開始配息至今年月止，共配息八次，僅月日當次尚未填
25,息，其餘皆已填息，讓投資人兩頭賺
25,投信投顧公會統計，接下來還有七檔台股蓄勢待發，包括已開募的統台灣高息動能
25,即將募集的元大臺灣價值高息送件中的兆豐台灣電子成長高息等權重野村臺灣
25,趨勢動能高股息凱基台灣優選新光台灣高息優質成長台新臺灣設計動
25,能，預期規模及投資人數將繼續增加
25,心得/評論
25,///
25,隨隨便便都募破百億營業員加班系統當機
25,後續還有各種高息排隊募集甚至連野村都加入高股息戰場
25,投信們找到財富密碼了
26,小弟是小小銀行房貸專員
26,這個現象老實說我最近也想參與
26,小弟大概從去年月陸續有客戶用房屋出來增貸~萬不等
26,要分批
26,直到小弟近個多月大概年前開始吧
26,每天都有人來問增貸問了就是辦
26,利率就是直接辦不囉唆
26,直到最近年後不是衝萬九嗎
26,週週五這種日子天高峰會來個組客戶來問增貸下
26,大宗大概就是
26,還要要去排隊申購的
26,這個現象小弟略有心得
26,從房貸客戶的體質上來看
26,大概邏輯是疫情前兩年，到疫情期間已購屋的民眾
26,最近房市又噴發導致房屋空間都有至少~萬
